,x,y,z,Vx,Vy,Vz,cloneOf
4401,1778378151.9770896,-649636441.6299374,-1257226261.147251,64794.16470730332,734891.1506302885,-258852.37944157593,1011
4402,1791236339.479962,-462108481.67319894,-1320303888.0248237,11099.499494503802,750251.5522281483,-219698.09031399759,1011
4403,2731958736.6124887,-1227230555.058823,-1677457645.6511216,101662.82720404785,515929.40650051093,-204139.31821937946,1011
4404,2777081763.698388,-949631542.1432829,-1780329839.8547149,62088.68342775121,531241.1843664848,-179218.14526789874,1011
4405,2801069521.7147284,-664805259.7888293,-1869652648.984465,22042.007280397287,542509.8960472323,-152933.01401605445,1011
4406,2711038076.7938066,-1234488552.9129958,-1705833545.7123632,99116.87366348764,515046.13964877866,-207592.54215464887,1011
4407,2754878118.174932,-957334645.8197807,-1810445927.5799305,59853.53796210849,530465.7460612879,-182249.80224741605,1011
4408,2777751873.6358595,-672894844.0174134,-1901279722.7614756,20134.680696283343,541848.187842296,-155520.0312996411,1011
4409,2689768298.2543483,-1241867670.4138815,-1733917159.9772015,96528.43388917852,514148.13306149055,-211010.19617650931,1011
4410,2732303943.787238,-965166296.9572506,-1840251804.7156565,57581.092949870304,529677.367436259,-185250.23166154278,1011
4411,2754045106.4976788,-681119425.1974311,-1932581022.0458052,18195.525124798995,541175.4372168987,-158080.4010264838,1011
4412,2668153045.4611683,-1249366643.1876848,-1761703676.4629076,93897.9513969506,513235.5406074524,-214391.6946875384,1011
4413,2709363108.503875,-973125153.6425878,-1869742364.1782866,55271.7377627909,528876.1835760169,-188218.91940214514,1011
4414,2729953282.332693,-689477594.0892372,-1963551183.5209618,16224.872830268605,540491.759443397,-160613.68449041076,1011
4415,2646196022.076558,-1256984186.3240254,-1789188334.0929272,91225.87690643701,512308.5186546831,-217736.45828537422,1011
4416,2686059543.1188684,-981209852.1666709,-1898912552.9122746,52925.868096993,528062.3317592915,-191155.35679986156,1011
4417,2705480529.1509485,-697967918.5636203,-1994184900.6092107,14223.061473817923,539797.2716664578,-163119.4476263418,1011
4418,2503975711.240174,-1124817685.119733,-1537473148.8634207,107717.83234124578,557793.5790531266,-219107.81251367595,1011
4419,2545333204.06264,-870384418.4347992,-1631760618.214872,64968.678699021446,574116.0994940066,-192132.28992444978,1011
4420,2567319174.287981,-609327000.7730954,-1713629403.9777079,21725.074182736735,586069.2497569581,-163694.52459624992,1011
4421,2484800888.6679807,-1131470000.2134874,-1563481068.9632788,104985.19702189926,556845.5467512802,-222814.24373514028,1011
4422,2524982461.4446683,-877444695.0958707,-1659363506.637346,62572.472578339584,573284.7844670048,-195382.4027792023,1011
4423,2545947393.0636673,-616741506.0329819,-1742617186.074824,19683.533836166796,585360.9788141183,-166463.58376299427,1011
4424,2465306081.4688425,-1138233327.472052,-1589221094.6307921,102206.96017012937,555881.6939242999,-226482.49688299134,1011
4425,2504292110.741138,-884622791.8820056,-1686682071.6653848,60136.279171270995,572439.5966634604,-198599.03786506993,1011
4426,2524218964.917774,-624279742.695891,-1771306379.6881235,17607.924776641055,584640.8884235328,-169204.12025161766,1011
4427,2445494629.977613,-1145106508.0341194,-1614688815.4450731,99383.59782251834,554902.1857234058,-230111.94342093662,1011
4428,2483265697.137128,-891917478.8632725,-1713711632.4035068,57660.51590701437,571580.6809019522,-201781.6440281901,1011
4429,2502137612.904605,-631940419.1237775,-1799692069.071974,15498.60264908659,583909.1019689833,-171915.66448530112,1011
4430,2425369928.7845163,-1152088364.2155828,-1639879867.6432686,96515.59374766955,553907.1899822857,-233701.9614619962,1011
4431,2461906823.400365,-899327506.1326101,-1740447557.4756274,55145.60699485979,570708.1843532746,-204929.67594538067,1011
4432,2479707120.5501533,-639722222.6991727,-1827769390.4846284,13355.928874991157,583165.7448383115,-174597.75185489928,1011
4433,2275883466.864919,-1022355752.6176531,-1397421590.2094193,114601.14761410552,604242.1481389039,-235835.64982233048,1011
4434,2313473621.4830794,-791099330.0935401,-1483120222.0556602,68326.57660779735,621703.5435865878,-206583.2354525568,1011
4435,2333456844.928188,-553822163.9885795,-1557531413.4795823,21531.99909678885,634433.3996727144,-175758.59792262112,1011
4436,2258455317.911146,-1028402094.7887411,-1421060395.9283032,111659.88861073105,603221.7380887392,-239825.0494042429,1011
4437,2294976669.434081,-797516471.7823733,-1508208707.1860979,65750.14339390953,620809.7024314862,-210077.80073039085,1011
4438,2314031862.757822,-560561266.8721298,-1583878639.5008903,19339.99988483834,633672.9300835823,-178731.73314453627,1011
4439,2240736332.381425,-1034549336.8005817,-1444455710.2639835,108669.54661525058,602184.299691741,-243773.35619856257,1011
4440,2276171044.8913097,-804040701.1212552,-1533038768.5188386,63130.71530913359,619900.945079508,-213536.37025855316,1011
4441,2294282721.3599176,-567412830.2133464,-1609954476.0711484,17111.421140145907,632899.7699687954,-181674.24360409053,1011
4442,2222729546.3327084,-1040796425.3549027,-1467603524.5497885,105630.6340073709,601130.0107076376,-247679.8936832463,1011
4443,2257059970.1017184,-810670900.2170751,-1557606151.5506992,60468.741178986966,618977.4272415469,-216958.35142895996,1011
4444,2274212804.6481833,-574375680.0321226,-1635754455.2300005,14846.644718206706,632114.0518053587,-184585.6251172648,1011
4445,2204438045.135086,-1047142290.0452399,-1490499872.5269055,102543.6714891228,600059.0517834192,-251543.99249320696,1011
4446,2237646719.649589,-817405933.0193505,-1581906646.7870698,57764.677119032975,618039.3071576305,-220343.15790275394,1011
4447,2253825551.4995284,-581448623.2799869,-1661274156.2838352,12546.058676801564,631315.9102220351,-187465.37883382465,1011
4448,2047700475.6482313,-919853055.4820926,-1257314311.83281,122525.71839264751,656603.3647918954,-254812.89932980484,1011
4449,2081521793.2209318,-711782698.061002,-1334420689.0919604,72274.24360791083,675366.0361846818,-222996.17680047784,1011
4450,2099501473.089999,-498295244.52152324,-1401371319.1618793,21472.71818893644,688988.7642449406,-189482.31871692615,1011
4451,2032019695.2295969,-925293183.6432784,-1278583060.6150112,119347.78183006943,655500.8442714246,-259123.31836449297,1011
4452,2064879369.2742648,-717556448.9053837,-1356993770.5712419,69493.11398129746,674401.1797682457,-226768.3836537084,1011
4453,2082024064.5105035,-504358676.31888926,-1425076938.5581844,19109.561574038333,688168.9150724643,-192687.60461682544,1011
4454,2016077237.8826067,-930824095.2979558,-1299632730.771939,116116.81265967432,654379.925165198,-263389.3379525498,1011
4455,2047959220.7333813,-723426550.6548681,-1379334338.1537588,66665.5735614313,673420.2220700736,-230501.73491180677,1011
4456,2064254997.3227882,-510523293.1444026,-1448538378.3573833,16706.96919461182,687335.3844627482,-195859.87448763207,1011
4457,1999875835.2652547,-936444842.7528864,-1320459715.550977,112833.36449139658,653240.7995369344,-267610.2271334804,1011
4458,2030764246.7786288,-729391997.4977399,-1401438563.8982654,63792.106832807025,672423.3311722173,-234195.59088425417,1011
4459,2046197316.1650393,-516788038.72270584,-1471751618.562547,14265.352722492531,686488.3152369712,-198998.58477723468,1011
4460,1983418263.404475,-942154462.9219292,-1341060446.3555007,109497.99992717644,652083.6625699457,-271785.26267965295,1011
4461,2013297393.680274,-735451767.2853923,-1423302660.3594737,60873.20614915596,671410.6778868003,-237849.3186478457,1011
4462,2027854115.1279628,-523151839.62189484,-1494712681.7044673,11785.130516093512,685627.8525360845,-202103.1976837832,1011
4463,1819441266.4751756,-817316120.2727116,-1117160234.6550581,131797.56309636252,716748.966957527,-276734.4756248938,1011
4464,1849492488.130947,-632439572.5919144,-1185671487.331937,76975.16233597175,737024.232916391,-241974.69650681075,1011
4465,1865467955.1979446,-442749777.88623774,-1245159064.062202,21566.93411133039,751690.2994353616,-205373.34383999434,1011
4466,1805508438.2498138,-822149831.9356645,-1136058134.8513162,128346.22836987385,715551.5964990428,-281415.72039085865,1011
4467,1834705211.738312,-637569717.6856632,-1205728324.9619179,73957.33930868284,735977.2605337716,-246067.94429952107,1011
4468,1849938770.7401865,-448137312.90895295,-1266222194.4808917,19005.590238690347,750801.693220618,-208847.44257217698,1011
4469,1791343102.4836285,-827064207.3657737,-1154761377.3346102,124837.29863562115,714334.2446228414,-286048.7460218666,1011
4470,1819671168.988272,-642785473.3532684,-1225578567.2505226,70889.15560807157,734912.8165387806,-250119.0296167368,1011
4471,1834150439.1494222,-453614753.7640641,-1287068364.2450867,16401.50330230205,749898.2581683685,-212285.75637022438,1011
4472,1776947686.33398,-832058404.510109,-1173266757.400626,121271.37513065054,713097.1199158992,-290632.75867282663,1011
4473,1804392935.8866565,-648085945.9018471,-1245218812.9609246,67771.13695161995,733831.0833184168,-254127.25832584407,1011
4474,1818105665.6749918,-459181161.92027867,-1307694001.4709144,13755.11949905616,748980.1490775584,-215687.69609676788,1011
4475,1762324656.3813183,-837131567.6386993,-1191571104.2477553,117649.068857597,711840.4343531666,-295166.9728967696,1011
4476,1788873130.2800548,-653470227.1227148,-1264645696.83813,64603.81759577314,732732.2462220989,-258091.94363748783,1011
4477,1801807199.5062315,-464835583.6022148,-1328095572.0616167,11066.892273193771,748047.5232614541,-219052.67884694843,1011
4478,2747986618.735608,-1234430483.231517,-1687298970.5037658,101365.9147813329,514422.6035298786,-203543.11701968004,1011
4479,2793374374.0362787,-955202849.7234044,-1790774696.2982078,61907.34968043456,529689.6624244517,-178694.72785792284,1011
4480,2817502863.664971,-668705545.7616466,-1880621545.3544953,21977.63226778832,540925.4631526119,-152486.36391834012,1011
4481,2726943221.3861513,-1241731062.3781877,-1715841346.5718458,98827.39685174907,513541.91631229647,-206986.25560602694,1011
4482,2771040463.9490194,-962951146.043574,-1821067469.380197,59678.73209202658,528916.4888336268,-181717.53070025568,1011
4483,2794048415.3812575,-676842590.0417693,-1912434169.1559641,20075.876146080085,540265.6875064254,-155065.82566181046,1011
4484,2705548657.1028066,-1249153471.7574944,-1744089722.0583653,96246.51677202625,512646.5324074457,-210393.92816304386,1011
4485,2748333851.1751723,-970828743.9882114,-1851048211.9261892,57412.92389260018,528130.4127159549,-184709.19717918738,1011
4486,2770202565.150745,-685115423.2747549,-1943919107.2077854,18142.383995480093,539594.9016898336,-157618.71767433468,1011
4487,2683806591.7340236,-1256696439.5778015,-1772039256.749609,93623.71676267979,511736.6052347491,-213765.55080358096,1011
4488,2725258426.375943,-978834293.7714632,-1880711786.8902898,55110.3133167259,527331.5687615321,-187669.214688068,1011
4489,2745969398.8371124,-693522627.9532176,-1975070964.7279098,16177.487109914713,538913.2206385328,-160144.60253100877,1011
4490,2661720750.670776,-1264358673.3904033,-1799685161.6366918,90959.44622698895,510812.29070554336,-217100.5458174559,1011
4491,2701818143.406577,-986966423.6835861,-1910053111.5716376,52771.29490487206,526520.0938481574,-190597.07604313552,1011
4492,2721353068.6686554,-702062763.5459161,-2005884404.005921,14181.522164349975,538220.761155062,-162643.04743446587,1011
4493,2518666060.3296614,-1131416776.4696465,-1546493211.30697,107403.23591057748,556164.5092398397,-218467.89492296567,1011
4494,2560266189.6938086,-875490798.2177424,-1641333847.3018992,64778.93375169277,572439.3587746256,-191571.1559755705,1011
4495,2582381147.4233937,-612901806.3556039,-1723682941.6543872,21661.624792368006,584357.5991408011,-163216.44485737453,1011
4496,2499378742.721654,-1138108119.4303813,-1572653714.925767,104678.58141760946,555219.2457235494,-222163.50128834584,1011
4497,2539796053.140845,-882592496.1786908,-1669098676.6190014,62389.72589560952,571610.4716533342,-194811.77667956997,1011
4498,2560883982.024849,-620359811.1071607,-1752840789.5538294,19626.046887597506,583651.3967459975,-165977.41681969567,1011
4499,2479769563.197775,-1144911125.843176,-1598544752.4265542,101908.45857424579,554258.2078869237,-225821.041081481,1011
4500,2518984316.086299,-889812705.4929596,-1696577514.470408,59960.647538422854,570767.7522717812,-198019.01738852912,1011
4501,2539028077.325091,-627942273.1703403,-1781698297.20763,17556.499769603608,582933.409422859,-168709.9494060988,1011
4502,2459841881.689989,-1151824630.0479043,-1624161887.5133445,99093.34202677514,553281.5603988486,-229439.88760175678,1011
4503,2497834544.5141764,-897150189.0148529,-1723765652.4987152,57492.11489020432,569911.3450255946,-201192.3285582635,1011
4504,2516817178.2208753,-635647893.329303,-1810250520.0304122,15453.338044630915,582203.7601948169,-171413.57441119239,1011
4505,2439599112.7039332,-1158847447.451211,-1649500730.8219178,96233.71413092552,552289.4706028436,-233019.42077845172,1011
4506,2476350362.328955,-904603689.5043421,-1750658432.1564364,54984.550921315145,569041.396655747,-204331.1664582403,1011
4507,2494255090.435423,-643475351.265703,-1838492565.7457817,13316.922078613925,581462.5740835106,-174087.82858275014,1011
4508,2289235642.1536636,-1028353719.3040632,-1405619996.8046637,114266.44804573993,602477.4224761958,-235146.8775731507,1011
4509,2327046331.057037,-795740559.3480275,-1491821406.218858,68127.02471695998,619887.8208645915,-205979.89664507503,1011
4510,2347146792.2720747,-557071333.2540665,-1566669153.9453337,21469.11359386169,632580.4986377073,-175245.28432946824,1011
4511,2271705245.565872,-1034435534.2142873,-1429397486.8991628,111333.77916680466,601459.9925951697,-239124.6258728037,1011
4512,2308440860.9096117,-802195349.1862186,-1517057080.7182014,65558.11613177409,618996.5902265313,-209464.25583410048,1011
4513,2327607847.4271274,-563849973.1720476,-1593170954.1288648,19283.516247907908,631822.2500459085,-178209.73633052403,1011
4514,2253882306.119276,-1040618840.9254323,-1452930057.0928397,108352.17064560427,600425.5840996247,-243061.4013988303,1011
4515,2289524907.34562,-808757854.9373268,-1542032815.2965949,62946.33824481546,618090.4869552476,-212912.72440121364,1011
4516,2307742841.5741277,-570741733.3318034,-1619399772.6710718,17061.44620194535,631051.3479919009,-181143.65301068578,1011
4517,2235769877.6827965,-1046902579.9597256,-1476213675.2009382,105322.13336540962,599374.374230131,-246956.52960501073,1011
4518,2270301711.516327,-815426952.1497751,-1566744330.490494,60292.13857077952,617169.6663068712,-216324.71146907838,1011
4519,2287555178.4795637,-577745432.8657093,-1645351115.3989248,14803.284196237124,630267.9245657827,-184046.53165843425,1011
4520,2217371063.7278037,-1053285674.630832,-1499244351.6953604,102244.18650750988,598306.5431060885,-250809.343081179,1011
4521,2250774567.217375,-822201498.108089,-1591187392.1089854,57595.97189311657,616234.28605928,-219699.6324112755,1011
4522,2267048317.19558,-584859871.725905,-1671020535.6834445,12509.417155217903,629472.114003125,-186917.87488045718,1011
4523,2059713944.74178,-925249658.3466511,-1264690735.6827378,122167.8746370353,654685.7150356885,-254068.70287806558,1011
4524,2093733685.5498097,-715958591.7261982,-1342249481.3869488,72063.16231733798,673393.5889142503,-222344.90300718552,1011
4525,2111818848.779841,-501218647.91509175,-1409592898.065409,21410.00581947856,686976.5309750084,-188928.92416889762,1011
4526,2043941168.1678674,-930721702.7047153,-1286084264.1674356,118999.2194299928,653586.4144929403,-258366.5330738073,1011
4527,2076993623.668248,-721766216.0682657,-1364954994.840497,69290.15514765437,672431.5504192122,-226106.09290262952,1011
4528,2094238903.5694752,-507317652.71317965,-1433437593.8204627,19053.750946102708,686159.0762215224,-192124.84883787102,1011
4529,2027905179.4568465,-936285063.1657552,-1307257428.7342477,115777.68650006513,652468.7690986168,-262620.09349418135,1011
4530,2059974207.835116,-727670756.5878642,-1387426630.2824867,66470.87273024078,671453.4576672034,-229828.54068305192,1011
4531,2076365588.6453257,-513518436.17272353,-1457036677.423172,16658.175482728908,685327.9799882598,-195287.85390305743,1011
4532,2011608726.2928302,-941938786.4765961,-1328206601.470426,112503.82784033554,651332.9703555023,-266828.65531350713,1011
4533,2042678354.2396998,-733671201.5723726,-1409660537.3138695,63605.7981346257,670459.4782493816,-233511.60852618894,1011
4534,2058201966.5078926,-519819935.82139933,-1480386105.29205,14223.689898880337,684483.3846792815,-198417.39739982222,1011
4535,1995054600.9891732,-947681903.9008541,-1348928192.8430686,109178.20440963132,650179.2128768648,-270991.49741638254,1011
4536,2025109026.437474,-739766522.8764328,-1431652906.2691357,60695.42227659164,669449.7824790034,-237154.66535732598,1011
4537,2039751149.4003234,-526221071.92968214,-1503481876.6228344,11750.711331129056,683625.435011646,-201512.9430969981,1011
4538,1830115582.2172809,-822111158.4471536,-1123714401.2000077,131412.64035869043,714655.6583401043,-275926.2558865068,1011
4539,1860343108.6729379,-636149975.2358681,-1192627596.361338,76750.3517285294,734871.7091610205,-241267.99480126653,1011
4540,1876412300.765713,-445347306.5951805,-1252464175.3861268,21503.94657858475,749494.9425475514,-204773.53859399018,1011
4541,1816101012.7395914,-826973228.5767671,-1142723171.781188,127971.38546357595,713461.7848743114,-280593.8287945959,1011
4542,1845469078.1431458,-641310217.9148166,-1212802103.6416643,73741.34243553256,733827.7945244347,-245349.28801675,1011
4543,1860792009.5373356,-450766449.26083744,-1273650879.1834958,18950.08326531481,748608.9315608897,-208237.49101114605,1011
4544,1801852571.6435735,-831916435.712512,-1161536142.6296382,124472.7037703938,712247.9883477377,-285213.3233946219,1011
4545,1830346833.52468,-646556573.4285699,-1232768803.5250537,70682.11955059931,732766.4593023757,-249388.54189479334,1011
4546,1844911050.8090284,-456276025.2193035,-1294619349.4594884,16353.60172199404,747708.1350452371,-211665.76300622665,1011
4547,1787372700.3262584,-836939932.8612932,-1180150090.2396536,120917.19476024096,711014.476738169,-289783.9481599665,1011
4548,1814978965.9363058,-651888142.841119,-1252524274.8202705,67573.20725582204,731687.8853491701,-253385.0643300388,1011
4549,1828772145.7013144,-461875090.43310136,-1315365993.3746705,13714.946842368168,746792.7073474394,-215057.76716247448,1011
4550,1772663879.8390534,-842042859.2727349,-1198561825.2071354,117305.46765128235,709761.4614014695,-294304.91993760574,1011
4551,1799368108.5830204,-657304012.615492,-1272065132.5290093,64415.138247317715,730592.2574729124,-257338.1705389411,1011
4552,1812378059.5325012,-467562685.5312308,-1335887256.09841,11034.570746367015,745862.8053213196,-218412.92227743944,1011
4553,1932082244.3008473,2592326424.353779,-18434114.744092096,-430011.8942411633,333183.09271768585,14453.796438848947,1012
4554,1698896266.1672065,2750831091.980176,-10848314.621221215,-457417.90829573106,294419.93579095375,14692.626467041264,1012
4555,1452780661.626421,2888400273.9993777,-3179952.2736913785,-481342.69587168377,253416.06537723477,14819.636736168974,1012
4556,1931810296.53843,2592451133.854253,-27276409.1798522,-429798.66579734883,333085.3106566068,21386.851028183264,1012
4557,1698736227.297524,2750904482.4258895,-16051927.23534698,-457201.15653155826,294320.5380095688,21740.240689897128,1012
4558,1452733749.6419055,2888421786.8447237,-4705280.432162099,-481124.07039895636,253315.80835267817,21928.173992844633,1012
4559,1931433164.8278663,2592624078.491926,-36114029.94331867,-429502.96486183914,332949.70845260494,28316.241090693726,1012
4560,1698514288.5981817,2751006258.8261986,-21252789.4343765,-456900.569525938,294182.69515700504,28784.129834429856,1012
4561,1452668693.0412965,2888451620.427808,-6229802.365053616,-480820.88497183763,253176.77391889234,29032.953969793187,1012
4562,1930950913.7887335,2592845228.6336255,-44945462.75366991,-429124.8421014672,332776.3093404198,35240.7793110657,1012
4563,1698230488.0972323,2751136403.7422404,-26450010.077346116,-456516.19878290605,294006.43085192563,35823.08696649656,1012
4564,1452585502.9717073,2888489769.6367984,-7753256.853380993,-480433.1915395897,252998.98589871163,36132.75929954106,1012
4565,1930363626.0522645,2593114546.3864126,-53769194.39035816,-428664.3623056214,332565.14303109655,42159.279205322746,1012
4566,1697884874.4224322,2751294894.8743544,-31642698.647254005,-456048.11016241077,293791.7752963118,42855.9059970293,1012
4567,1452484193.6873274,2888536227.9350243,-9275382.861060426,-479961.0565314864,252782.47475519805,43226.37346699491,1012
4568,2050813962.9483106,2751631946.9663196,-19566941.326276544,-390519.6479573929,328579.7669040234,13422.015429605492,1012
4569,1803298071.0493708,2919877158.3280783,-11514973.115291737,-417673.8625567359,293277.0520454473,13693.956262889456,1012
4570,1542057991.968599,3065900341.444928,-3375369.00596869,-441649.3268636486,255742.3217352797,13861.677820375968,1012
4571,2050525303.2548618,2751764320.2054195,-28952618.84950174,-390321.64077810146,328488.96499339084,19860.155475789306,1012
4572,1803128197.3550558,2919955058.816663,-17038361.903891027,-417471.84359265584,293184.4104150372,20262.538207172736,1012
4573,1542008197.1148047,3065923176.313241,-4994432.736147493,-441444.833601079,255648.54544383785,20510.710787944503,1012
4574,2050124995.773037,2751947892.762335,-38333335.49053557,-390047.04838739283,328363.0427222352,26294.89258657271,1012
4575,1802892619.9178777,2920063089.6541014,-22558831.256891824,-417191.6877391473,293055.9368573384,26827.64826984606,1012
4576,1541939142.6088152,3065954843.251299,-6612640.695988387,-441161.24643997836,255518.4983609445,27156.229350808957,1012
4577,2049613109.0934625,2752182633.182854,-47707483.91187367,-389695.91783525934,328202.0216666893,32725.124202877887,1012
4578,1802591379.1028166,2920201232.329866,-28075435.270289928,-416833.4429994732,292891.6533856337,33388.16155309745,1012
4579,1541850840.282765,3065995336.8331347,-8229715.613887981,-440798.6139715468,255352.20276949776,33797.0948335748,1012
4580,2048989730.9252858,2752468501.2454147,-57073457.90144225,-389268.30928611365,328005.9294168821,39149.74853762029,1012
4581,1802224526.525936,2920369463.1739216,-33587228.7023872,-416397.1707570258,292691.58814905013,39942.95394674945,1012
4582,1541743305.2668023,3066044650.1203814,-9845380.412383825,-440356.9983309909,255149.68716339103,40432.169358128835,1012
4583,2163204097.3471847,2902428796.374924,-20639262.465671167,-352621.288291937,325817.72081920755,12450.704452998663,1012
4584,1902123667.2409925,3079894298.9276643,-12146024.687695961,-379678.1165381154,293829.446050222,12757.925135117126,1012
4585,1626566927.4934237,3233919946.1745424,-3560348.3278771713,-403845.36506152403,259604.9517777239,12968.05030351153,1012
4586,2162899618.324275,2902568424.0244193,-30539300.422030568,-352437.610297983,325733.4899703471,18422.935625169644,1012
4587,1901944484.0102303,3079976468.573052,-17972110.073599227,-379489.90629630303,293743.13680821203,18877.520895485493,1012
4588,1626514403.747389,3233944032.455204,-5268141.115651019,-403654.05496543786,259517.22100801102,19188.436833227934,1012
4589,2162477372.913172,2902762056.852387,-40434105.62647943,-352182.8893345266,325616.68031605694,24392.010122162796,1012
4590,1901695996.2943509,3080090419.7916455,-23795116.030962065,-379228.9001022849,293623.4448799265,24993.882089830175,1012
4591,1626441564.8682926,3233977434.826845,-6975031.234565169,-403388.74995559437,259395.55773357634,25405.535523075316,1012
4592,2161937433.4634514,2903009661.6808376,-50321982.65508453,-351857.1690466935,325467.31187106995,30356.905173791925,1012
4593,1901378246.6704447,3080236133.0584908,-29614044.81769058,-378895.1426781286,293470.39077396103,31105.960711147614,1012
4594,1626348423.3367012,3234020147.5661407,-8680726.217784837,-403049.495490641,259239.9828007955,31618.281105198872,1012
4595,2161279892.4909596,2903311196.083959,-60201237.271019965,-351460.5052449782,325285.4102289002,36316.59872599729,1012
4596,1900991289.5832748,3080413583.40637,-35427899.39029309,-378488.6912114507,293284.0007153489,37212.70948623112,1012
4597,1626234995.111937,3234072163.3544827,-10384933.803255603,-402636.34970008396,259050.52286663247,37825.6090576264,1012
4598,2267608499.8530216,3042510975.709214,-21635391.24914198,-315763.70378951886,324982.0838591517,11527.114243801527,1012
4599,1993927341.8059793,3228541633.8948135,-12732237.727831725,-342887.067663723,296210.13971240155,11872.56432428917,1012
4600,1705071192.7215466,3390001140.7997355,-3732184.1894773394,-367400.853912134,265183.8575458676,12127.657021418632,1012
4601,2267289325.522119,3042657342.3165994,-32013242.440455206,-315593.6509842039,324904.10123404546,17056.326769236373,1012
4602,1993739510.5155308,3228627769.3577313,-18839512.005901545,-342711.9186344927,296129.820066637,17567.47893886327,1012
4603,1705016133.981089,3390026389.575302,-5522401.509374604,-367221.94164885883,265101.8121604472,17944.93198623161,1012
4604,2266846700.9521966,3042860320.5964055,-42385608.32748089,-315357.8251594775,324795.95649132313,22582.616780885524,1012
4605,1993479029.8436759,3228747220.2926517,-24943558.230575226,-342469.0254685038,296018.43439046957,23259.38345635883,1012
4606,1704939779.622496,3390061404.0715957,-7311672.594202653,-366973.82970526343,264988.03326308687,23759.132179329525,1012
4607,2266280701.984696,3043119875.769349,-52750711.65872137,-315056.2667228806,324657.6681610295,28105.037377404908,1012
4608,1993145944.4224348,3228899966.232272,-31043330.504955903,-342158.42978424963,295876.0017692615,28947.302598238777,1012
4609,1704842142.7286935,3390106178.289062,-9099690.861572266,-366656.56059405213,264842.5403492149,29569.261367440857,1012
4610,2265591425.6006265,3043435963.361988,-63106776.42708054,-314689.02734489896,324489.25993815815,33622.64232045479,1012
4611,1992740311.3242817,3229085981.0043626,-37137783.66446604,-341780.184800702,295702.5466081092,34630.261768839635,1012
4612,1704723240.0292609,3390160704.5558696,-10886149.943758085,-366270.18867765367,264665.3583482932,35374.32401483984,1012
4613,2361760899.1470847,3168837768.1251497,-22533705.043566603,-279403.8257205625,326278.2008966519,10640.111810280749,1012
4614,2076716343.197196,3362592525.4273133,-13260887.506016739,-306777.59304058633,300671.03451190813,11027.764993009498,1012
4615,1775866721.9199638,3530755923.2220955,-3887146.607403286,-331816.5976401961,272775.58000439435,11331.490225394886,1012
4616,2361428472.5157743,3168990211.9576216,-33342450.540154412,-279246.85834573355,326206.2189736103,15743.855752531254,1012
4617,2076520713.0443518,3362682237.2838187,-19621739.298222914,-306614.9068440455,300596.4300580075,16317.45459244138,1012
4618,1775809377.1091743,3530782220.341236,-5751694.772301808,-331649.4307621317,272698.92080457625,16766.86775015456,1012
4619,2360967469.921053,3169201618.011468,-44145482.97948957,-279029.1791339404,326106.3958843337,20844.90206614816,1012
4620,2076249417.0663157,3362806647.8897414,-25979229.00641332,-306389.2968848344,300492.97009545757,21604.34828003134,1012
4621,1775729852.4740283,3530818688.659403,-7615257.413910925,-331417.60708351934,272592.6113615389,22199.372358441324,1012
4622,2360377970.353342,3169471950.0633497,-54940951.317577764,-278750.82538339525,325978.74873299466,25942.37671310588,1012
4623,2075902501.7482553,3362965735.9279637,-32332267.30745493,-306100.8018200581,300360.6723515905,26887.540173763,1012
4624,1775628161.640663,3530865321.9279356,-9477515.220365599,-331121.1663261528,272456.6698908581,27628.07321855715,1012
4625,2359660074.8203583,3169801161.793262,-65727005.806494474,-278411.8447885804,325823.29939127545,31035.406267365528,1012
4626,2075480026.5323257,3363159474.1395707,-38679765.64094035,-305749.4710818607,300199.5594949434,32166.12502590333,1012
4627,1775504322.0332785,3530922112.1564655,-11338149.103377655,-330760.1592836298,272291.11968540493,33052.040150556684,1012
4628,1945941826.1110125,2610922195.9690733,-18566349.860970452,-428477.8209324472,331994.4574815474,14402.23232254565,1012
4629,1711083113.7288895,2770563879.5867624,-10926133.826091368,-455786.06365737866,293369.5886468408,14640.210321348832,1012
4630,1463202025.6710572,2909119899.168587,-3202763.31541574,-479625.49922672764,252512.00010113095,14766.767479605864,1012
4631,1945667927.5609035,2611047800.0595837,-27472073.534012485,-428265.3531840198,331897.0242593074,21310.55314489397,1012
4632,1710921926.837784,2770637796.490855,-16167073.989262521,-455570.0851580864,293270.54546839924,21662.68208416068,1012
4633,1463154777.1685243,2909141566.333989,-4739033.24950809,-479407.6537033616,252412.10074487948,21849.944932481856,1012
4634,1945288090.537038,2611221985.2968025,-36373090.0086811,-427970.7071656382,331761.9058180214,28215.222513667948,1012
4635,1710698396.0853243,2770740302.9731007,-21405244.007533953,-455270.5705007161,293133.1943720955,28681.442057917207,1012
4636,1463089253.8914673,2909171613.925036,-6274491.17464976,-479105.5498943971,252273.56231833601,28929.378509777503,1012
4637,1944802380.1225345,2611444721.8349867,-45267874.14162592,-427593.9333633808,331589.1253095384,35115.05734931657,1012
4638,1710412559.7723527,2770871381.4695406,-26639746.347439185,-454887.5710055623,292957.5588923331,35695.28761422958,1012
4639,1463005467.066963,2909210036.793227,-7808873.998029798,-478719.23956376646,252096.40855934678,36003.85518699435,1012
4640,1944210879.5413723,2611715971.509377,-54154901.85737622,-427135.0963354991,331378.7123389092,42008.87540066119,1012
4641,1710064466.8754516,2771031009.5205507,-31869684.103949577,-454421.152297617,292743.6691233472,42703.01696676909,1012
