,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
0,a0000944,2000944,   944 Hidalgo (1920 HZ),944,Hidalgo,,N,N,10.7,38.0,0.06,,JPL 45,2459000.5,59000,20200531.0,J2000,0.6605601782397197,5.736008639813788,1.94702975031382,42.52873171886738,21.4163609448067,56.62368756428964,41.79990689841985,9.524987529313757,0.0717446264449528,2458417.8792663,20181026.3792663,5017.797399450052,13.7379805597537,1.15023,447.6350091,4.3471e-08,3.2541e-08,2.4257e-07,8.7212e-06,8.3267e-06,1.0676e-05,2.6795e-06,5.4037e-08,6.1053e-10,3.4713e-05,4.27e-05,CEN,0.36001
1,a0002060,2002060,  2060 Chiron (1977 UB),2060,Chiron,,N,N,5.8,166.0,0.15,,JPL 128,2459000.5,59000,20200531.0,J2000,0.3787836480895005,13.68570612627044,8.501784433080893,6.939557473414584,209.2424853522984,339.810201044843,172.8369523683388,18.86962781945998,0.019467189599864,2450122.127932901,19960208.6279329,18492.65391664519,50.6301270818486,7.50369,2920.2110373,1.1045e-07,2.0697e-06,9.3218e-07,6.6866e-06,5.2333e-05,5.5107e-05,4.8258e-05,2.8536e-06,4.416e-09,0.00054326,0.0041949,CEN,0.46828
2,a0005145,2005145,  5145 Pholus (1992 AD),5145,Pholus,,N,N,7.1,190.0,0.044,26.0,21,2459000.5,59000,20200531.0,J2000,0.5692567672037491,20.37590526686548,8.776783305799793,24.61270262731509,119.4453221801207,354.9190384571724,112.7152078219665,31.97502722793117,0.0107159012963001,2448481.999996563,19910813.4999966,33594.93429864803,91.9779173132047,7.79392,3033.1598464,1.6087e-06,9.8535e-05,1.1648e-05,1.7159e-05,4.8181e-05,0.0001978,0.00085834,0.00015463,7.7731e-08,0.0039449,0.24369,CEN,0.56251
3,a0005335,2005335,  5335 Damocles (1991 DA),5335,Damocles,,N,N,13.3,,,,3,2459000.5,59000,20200531.0,J2000,0.8660603901954844,11.83940586851678,1.58576540234643,61.60203184688655,314.0137938112658,191.2485630836153,260.7469606390817,22.09304633468713,0.0241940854677468,2463102.867890418,20310824.3678904,14879.66968124981,40.7383153490755,0.610247,237.48982499,2.5818e-05,0.0023465,4.2997e-05,0.00043606,0.00038175,0.0015207,0.077669,0.0043787,7.1927e-06,4.4298,4.4236,CEN,0.30655
4,a0007066,2007066,  7066 Nessus (1993 HA2),7066,Nessus,,N,N,9.6,,,,8,2459000.5,59000,20200531.0,J2000,0.5175548818056467,24.66796779376746,11.90094063787864,15.64995299940717,31.24572341119768,171.0503664641222,83.20812043896964,37.43499494965628,0.0080445918523951,2448657.138650449,19920204.6386504,44750.56119755989,122.520359199343,10.8989,4241.524913,1.5871e-05,0.00096075,7.6676e-05,4.6922e-05,0.00010128,0.0010695,0.005123,0.001458,4.6997e-07,0.034375,2.6144,CEN,0.71829
5,a0008405,2008405,  8405 Asbolus (1995 GO),8405,Asbolus,,N,N,9.1,66.0,0.13,8.0,45,2459000.5,59000,20200531.0,J2000,0.622051796248288,17.99331690960562,6.800541805520751,17.62042807044602,5.937581402649138,290.3139719822478,83.98324475814208,29.1860920136905,0.0129132996922067,2452496.876080482,20020810.3760805,27878.23473323875,76.3264469082512,5.83344,2270.1998448,9.3343e-07,4.2306e-05,1.3584e-06,2.7547e-05,2.685e-05,3.7045e-05,0.00030096,6.8623e-05,4.5543e-08,0.00082633,0.098321,CEN,0.52876
6,a0010199,2010199, 10199 Chariklo (1997 CU26),10199,Chariklo,,N,N,6.6,302.0,0.045,30.0,JPL 31,2459000.5,59000,20200531.0,J2000,0.1692558086402985,15.84295596041372,13.16144363808126,23.34971933457178,300.4355605470676,243.3855186415414,93.11814209031492,18.52446828274618,0.0156296679441832,2453042.718783991,20040207.218784,23033.11889194535,63.0612426884198,12.2335,4760.911195,9.6937e-07,1.8878e-05,1.6869e-06,7.5091e-06,1.4881e-05,0.00012174,0.00024852,2.2073e-05,2.7936e-08,0.0055619,0.041168,CEN,0.48907
7,a0010370,2010370, 10370 Hylonome (1995 DW2),10370,Hylonome,,N,N,8.6,,,,8,2459000.5,59000,20200531.0,J2000,0.2455786927614446,25.18900118199567,19.00311919975469,4.142264461194173,178.19270111477,7.496506797293853,70.81476519409716,31.37488316423664,0.0077962840480174,2449917.356702764,19950718.8567028,46175.84451550915,126.422572253276,18.0052,7007.083684,4.5057e-05,0.0018952,0.00030145,0.00013219,0.0006704,0.0049345,0.010764,0.0023606,8.7987e-07,0.36943,5.2113,CEN,0.47479
8,a0015504,2015504, 15504 (1999 RG33),15504,,,N,N,12.1,,,,7,2459000.5,59000,20200531.0,J2000,0.774206860755204,9.377957891422852,2.117478552009874,34.92799430733359,23.51847776343043,273.7854133925142,273.7842991495676,16.63843723083583,0.0343195556619396,2461512.645020165,20270417.1450202,10489.6462980504,28.7190863738546,1.40632,547.2975544,9.5669e-06,0.00035512,1.0057e-05,0.00027582,0.00014415,0.00044834,0.015762,0.00063005,1.9494e-06,0.60195,0.59582,CEN,0.36577
9,a0020461,2020461, 20461 Dioretsa (1999 LD31),20461,Dioretsa,,N,N,13.8,,,,6,2459000.5,59000,20200531.0,J2000,0.9001783836230779,23.90310583427982,2.386046660806449,160.430921292378,297.860852260106,103.1509508389339,63.19131449816003,45.42016500775319,0.0084337859097418,2451507.860849038,19991125.360849,42685.45631258748,116.866410164511,1.47651,574.6133967,3.2728e-06,0.00079714,1.5785e-06,2.2444e-05,7.8476e-05,0.00012548,0.0031588,0.0015147,4.2189e-07,0.00039405,2.1353,CEN,0.48539
10,a0031824,2031824, 31824 Elatus (1999 UG5),31824,Elatus,,N,N,10.1,57.0,0.05,15.9,JPL 26,2459000.5,59000,20200531.0,J2000,0.3828997819659293,11.78506158587779,7.272564074190136,5.244457620045129,87.18061575100477,281.4373448844766,195.4056928642757,16.29755909756544,0.0243616269932171,2465756.7937065554,20381129.2937066,14777.33815152137,40.45814688986,6.27673,2442.7150141,2.2672e-07,9.9891e-06,6.6631e-06,1.6605e-05,0.00019071,0.00023409,0.00029239,1.3814e-05,3.0974e-08,0.020584,0.018788,CEN,0.58116
11,a0032532,2032532, 32532 Thereus (2001 PT13),32532,Thereus,,N,N,9.1,86.5,0.059,1.9,JPL 46,2459000.5,59000,20200531.0,J2000,0.2004810005267258,10.61087797895214,8.483598545264815,20.36175113555811,205.2486552942539,86.8611712973421,220.8292316887668,12.73815741263947,0.0285152440830126,2463881.074330912,20331010.5743309,12624.82617900728,34.564890291601,7.53892,2933.9214964,1.2925e-07,2.3267e-06,2.5444e-06,9.9867e-06,2.8134e-05,8.0601e-05,0.00011849,2.7931e-06,9.3789e-09,0.005724,0.0041524,CEN,0.535
12,a0037117,2037117, 37117 Narcissus (2000 VU2),37117,Narcissus,,N,N,13.3,11.2,0.088,1.6,JPL 12,2459000.5,59000,20200531.0,J2000,0.5535177492840108,6.877619166855204,3.070734885184939,13.80421616767486,248.5103008243089,180.1208711931623,27.52717056998395,10.68450344852547,0.0546445542720226,2458496.7504326967,20190113.2504327,6588.030679286111,18.0370449809339,2.08498,811.4116666,3.9899e-08,5.6269e-08,2.7379e-07,6.6474e-06,2.6231e-05,2.814e-05,3.9253e-06,8.7414e-08,6.706e-10,7.0483e-05,8.0849e-05,CEN,0.43824
13,a0049036,2049036, 49036 Pelion (1998 QM107),49036,Pelion,,N,N,10.4,,,,3,2459000.5,59000,20200531.0,J2000,0.1378609541427218,19.96428436955724,17.21198907759345,9.349788049510956,126.7913271355793,153.4282759765093,111.1520180018932,22.71657966152103,0.0110490121961784,2448940.594550684,19921114.0945507,32582.09816480366,89.2049231069231,16.1983,6303.892411,6.5916e-05,0.0021497,0.00061958,0.00022413,0.00044847,0.019099,0.031327,0.002446,1.7846e-06,1.2663,5.2624,CEN,0.25628
14,a0052872,2052872, 52872 Okyrhoe (1998 SG35),52872,Okyrhoe,,N,N,10.8,36.0,0.058,1.2,52,2459000.5,59000,20200531.0,J2000,0.3033204626574377,8.371852458481325,5.832498297474962,15.64521359726637,173.0728173617621,337.8278663544112,184.2080890496907,10.91120661948769,0.0406885042448303,2463320.9318815097,20320329.4318815,8847.707889034511,24.223704008308,4.84901,1887.0892217,1.4695e-07,1.1077e-06,7.7225e-07,8.7449e-06,3.17e-05,3.5447e-05,4.5329e-05,1.4437e-06,8.0753e-09,0.001955,0.001756,CEN,0.5184
15,a0052975,2052975, 52975 Cyllarus (1998 TF35),52975,Cyllarus,,N,N,9.4,,,,9,2459000.5,59000,20200531.0,J2000,0.3803903124784848,26.05582042736673,16.14443875311741,12.64436917070065,52.00719740846974,300.4390551085543,83.20058900180287,35.96720210161605,0.0074104903348273,2447773.093277561,19890903.5932776,48579.781328112,133.004192547877,15.1588,5899.350196,7.4264e-05,0.0055038,0.0015741,0.0002957,0.00017786,0.016611,0.031932,0.0075974,2.348e-06,0.75331,15.392,CEN,0.65665
16,a0054598,2054598, 54598 Bienor (2000 QC243),54598,Bienor,,N,N,7.5,187.5,0.05,15.5,JPL 52,2459000.5,59000,20200531.0,J2000,0.1989377391316827,16.44350271045872,13.17226945783436,20.74453894682442,337.7284576771296,153.3736860545571,318.4731099485653,19.71473596308307,0.0147812979937361,2461809.921071751,20280208.4210718,24355.10062462418,66.6806314158088,12.1994,4747.640498,6.7032e-07,2.6384e-05,2.8103e-05,1.2469e-05,4.913e-05,0.00038307,0.00027084,3.1633e-05,3.5576e-08,0.011988,0.058618,CEN,0.45676
17,a0055576,2055576, 55576 Amycus (2002 GB10),55576,Amycus,,N,N,7.8,100.9,0.18,40.1,6,2459000.5,59000,20200531.0,J2000,0.3939077013652537,25.20319829579709,15.27546438804698,13.31349623738873,315.5695188476661,239.8699076638595,49.08877667785369,35.1309322035472,0.0077896974349763,2452698.7434699656,20030228.24347,46214.88870460792,126.529469417133,14.2963,5563.691071,3.3601e-05,0.0015826,0.00011626,6.3255e-05,0.00035938,0.0014275,0.0041518,0.002206,7.3373e-07,0.070732,4.3531,CEN,0.65697
18,a0060558,2060558, 60558 Echeclus (2000 EC98),60558,Echeclus,,N,N,9.5,59.0,0.077,4.0,JPL 96,2459000.5,59000,20200531.0,J2000,0.457061931957489,10.70308357972785,5.81111152087496,4.342984342098518,173.2642027623199,162.9119896570665,52.49095195113821,15.59505563858073,0.028147556442515,2457135.6506636697,20150423.1506637,12789.74253893825,35.016406677449,4.80207,1868.8215819,1.0984e-07,1.9144e-06,3.4806e-07,4.6476e-06,5.3993e-05,5.4908e-05,1.3134e-05,2.7894e-06,7.552e-09,0.00015819,0.0034315,CEN,0.52943
19,a0063252,2063252, 63252 (2001 BL41),63252,,,N,N,11.5,,,,9,2459000.5,59000,20200531.0,J2000,0.2946163940698482,9.833865891547791,6.936647782813509,12.53680541594991,280.8777772515014,130.1043803485875,268.0582905098897,12.73108400028208,0.0319608007672926,2461877.202312922,20280415.7023129,11263.79788232367,30.8385978982168,5.96364,2320.8697788,2.2918e-05,0.00033889,1.4823e-05,7.4553e-05,0.00032735,0.0075777,0.027296,0.00043873,1.6521e-06,1.0027,0.58224,CEN,0.59913
20,a0083982,2083982, 83982 Crantor (2002 GO9),83982,Crantor,,N,N,8.8,,,,20,2459000.5,59000,20200531.0,J2000,0.2762729948361724,19.51796370855025,14.12567742168535,12.74997865049986,117.3743512325061,93.99820611538824,74.78064360228743,24.91024999541516,0.0114301601306677,2452458.103152764,20020702.6031528,31495.62174847399,86.2303127952744,13.1468,5116.340156,1.851e-05,0.00061774,8.7106e-05,2.082e-05,0.00013461,0.0020052,0.004638,0.0007884,5.4264e-07,0.095857,1.4952,CEN,0.44617
21,a0088269,2088269, 88269 (2001 KF77),88269,,,N,N,9.5,,,,3,2459000.5,59000,20200531.0,J2000,0.2450082474216681,26.21751579760893,19.79400820028687,4.356718663127074,14.66801642890703,266.6252737375333,7.813008551824246,32.64102339493099,0.0073420403399083,2457936.353224701,20170701.8532247,49032.69164065838,134.244193403582,18.7806,7308.846102,9.2176e-05,0.0066115,0.0038651,0.00057057,0.0037527,0.047925,0.020932,0.0082314,2.7773e-06,3.2275,18.547,CEN,0.36994
22,a0095626,2095626, 95626 (2002 GZ32),95626,,,N,N,6.9,230.5,0.053,87.5,24,2459000.5,59000,20200531.0,J2000,0.225250318580214,23.24820569478328,18.011539955615,15.00286327297245,107.3140181059936,155.6597572750337,2.372917172810454,28.48487143395155,0.0087926526045667,2458730.6249941825,20190904.1249942,40943.27573149245,112.096579689233,17.0019,6616.629423,5.9462e-06,0.00025757,6.4423e-05,1.4735e-05,7.4883e-05,0.0012352,0.00069599,0.00031559,1.4612e-07,0.083536,0.68043,CEN,0.39832
23,a0119315,2119315,119315 (2001 SQ73),119315,,,N,N,9.6,,,,3,2459000.5,59000,20200531.0,J2000,0.1785256510162982,17.39172368784778,14.28685489417918,17.43876708923249,16.19943188749946,303.3852862285899,135.4272216143655,20.49659248151638,0.013589082445314,2449034.6158308988,19930216.1158309,26491.85487311101,72.5307457169364,13.3086,5179.307862,1.5602e-05,0.0016083,0.0010723,0.00016183,0.00012227,0.022432,0.032005,0.0018954,1.885e-06,0.97308,3.6748,CEN,0.44901
24,a0119976,2119976,119976 (2002 VR130),119976,,,N,N,11.1,,,,4,2459000.5,59000,20200531.0,J2000,0.3830807129715866,23.80621496394444,14.68651316240175,3.524838688846828,181.8697905750662,218.1436295651625,46.41661347337774,32.92591676548713,0.00848532630047,2453530.2786048832,20050608.7786049,42426.18224122479,116.156556444147,13.6955,5329.877735,0.00034686,0.014875,0.00092012,0.00012949,0.0015992,0.0091261,0.04712,0.020573,7.9528e-06,0.42935,39.764,CEN,0.361
25,a0120061,2120061,120061 (2003 CO1),120061,,,N,N,8.9,82.0,0.072,8.4,22,2459000.5,59000,20200531.0,J2000,0.4732030318546852,20.85464706135478,10.9861648436623,19.71574483606981,78.41938100753143,116.9248876249132,51.86364372701533,30.72312927904726,0.0103490338477942,2453989.052120924,20060910.5521209,34785.85588709125,95.2384829215366,10.0352,3905.398784,1.1636e-05,0.00050158,2.1726e-05,1.6482e-05,5.8374e-05,0.00018561,0.0018806,0.00073892,3.7336e-07,0.0060007,1.255,CEN,0.54006
26,a0121725,2121725,121725 Aphidas (1999 XX143),121725,Aphidas,,N,N,8.6,,,,JPL 6,2459000.5,59000,20200531.0,J2000,0.4656518878298228,17.92233283116165,9.576764714016816,6.78556763986414,103.9157613536699,215.7303842845756,221.5522819772159,26.26790094830649,0.0129900931858207,2469658.446486012,20490804.946486,27713.42705939605,75.8752280886956,8.56654,3333.8403718,5.3655e-05,0.0012693,0.0016395,0.00016544,0.00067089,0.0028714,0.010595,0.0018604,1.38e-06,1.9165,2.9442,CEN,0.37608
27,a0136204,2136204,136204 (2003 WL7),136204,,,N,N,8.8,118.0,0.046,32.8,JPL 17,2459000.5,59000,20200531.0,J2000,0.2550119434520619,20.04492474448259,14.93322952904176,11.1769371747003,4.656799746677935,70.15201975311463,36.90125173929684,25.15661995992342,0.0109824043306036,2455640.46601942,20110319.9660194,32779.70735395529,89.7459475809864,13.9659,5435.109303,3.7219e-06,0.00011244,9.4939e-06,8.1711e-06,8.4286e-05,0.00017173,0.0003762,0.00014111,9.2406e-08,0.0084442,0.27581,CEN,0.45129
28,a0144908,2144908,144908 (2004 YH32),144908,,,N,N,12.9,,,,6,2459000.5,59000,20200531.0,J2000,0.5653186061638241,8.16559394376993,3.549431756978149,79.01835675027858,47.7288045431169,348.668878286294,229.4000663383881,12.78175613056171,0.0422398536110896,2462092.3652054067,20281116.8652054,8522.756809590033,23.3340364396716,2.57209,1000.9802653,8.3022e-06,0.00015899,2.0451e-06,4.4838e-05,1.5584e-05,0.00021565,0.0068216,0.00024887,1.2337e-06,0.2518,0.24892,CEN,0.51523
29,a0145486,2145486,145486 (2005 UJ438),145486,,,N,N,10.8,20.8,0.215,7.2,JPL 10,2459000.5,59000,20200531.0,J2000,0.5299328623599414,17.62462969336061,8.284759231924006,3.779542218204412,263.0497873416373,208.1879711426277,48.34377915353414,26.96450015479722,0.0133206087515188,2455371.253014721,20100623.7530147,27025.79189250273,73.992585605757,7.30195,2841.6998815,7.639e-07,2.9308e-05,9.1864e-07,5.5799e-06,0.00017712,0.00017894,0.00012696,4.4839e-05,3.3226e-08,0.00078802,0.067412,CEN,0.46129
30,a0145627,2145627,145627 (2006 RY102),145627,,,N,N,11.0,,,,15,2459000.5,59000,20200531.0,J2000,0.2772996071612627,6.350806584523592,4.58973041347804,18.72922691328313,94.62220951042056,346.5331979591113,255.1666139781771,8.111882755569145,0.0615829862011997,2460702.810857082,20250127.3108571,5845.770434448123,16.0048471853474,3.60891,1404.4795047,1.2213e-07,8.8618e-07,4.9787e-07,7.7339e-06,2.5157e-05,3.5256e-05,7.0241e-05,1.1319e-06,1.289e-08,0.0014923,0.0012236,CEN,0.51515
31,a0148975,2148975,148975 (2001 XA255),148975,,,N,N,11.1,37.7,0.041,10.5,16,2459000.5,59000,20200531.0,J2000,0.6768222018212398,29.03834032639839,9.384546889450933,12.60607862591234,105.8946816111513,90.80385263602616,22.88573765560458,48.69213376334584,0.0062986342101108,2455367.055527408,20100619.5555274,57155.2479459929,156.482540577667,8.4103,3273.036451,1.055e-05,0.0010001,1.8247e-05,2.5314e-05,0.00014767,0.00038637,0.0011327,0.001677,3.2539e-07,0.0084969,2.9526,CEN,0.42258
32,a0154783,2154783,154783 (2004 PA44),154783,,,N,N,13.6,,,,3,2459000.5,59000,20200531.0,J2000,0.7602283090993746,14.21764648812309,3.408989139084613,3.28496751347222,212.6654913054208,72.72550174096492,108.4477335044904,25.02630383716158,0.0183849522610016,2453101.7773944195,20040406.2773944,19581.23115520058,53.6104891312815,2.39472,931.9531824,5.4095e-06,0.00032068,1.6952e-06,3.2877e-05,0.00049921,0.00050277,0.0036742,0.00056447,6.2202e-07,0.00046897,0.66249,CEN,0.43755
33,a0160427,2160427,160427 (2005 RL43),160427,,,N,N,7.8,,,,7,2459000.5,59000,20200531.0,J2000,0.0443230257456507,24.4584129492682,23.37434208242003,12.25907124933632,162.4708259314543,167.7317352073769,88.17169891465842,25.54248381611638,0.0081481996941675,2448179.49631525,19901014.9963153,44181.53868488128,120.96246046511,22.3648,8703.709216,6.1725e-06,0.00045844,0.00032202,2.4668e-05,0.00019543,0.017278,0.017864,0.00047876,2.2909e-07,1.8896,1.2422,CEN,0.35789
34,a0187661,2187661,187661 (2007 JG43),187661,,,N,N,9.3,,,,3,2459000.5,59000,20200531.0,J2000,0.4069414915456965,24.15396314225323,14.32471335440492,33.10599593232294,62.4802464593711,174.5221560875135,39.55853674775885,33.98321293010153,0.0083027407034817,2454235.984503187,20070515.4845032,43359.17654865891,118.710955643146,13.3142,5181.487214,8.087e-05,0.0037305,0.00026163,7.2047e-05,6.3759e-05,0.0021534,0.0085758,0.0052485,1.9235e-06,0.0994,10.045,CEN,0.39002
35,a0248835,2248835,248835 (2006 SX368),248835,,,N,N,9.5,78.44,0.046,22.63,4,2459000.5,59000,20200531.0,J2000,0.4592369828148261,22.07090656957121,11.9351300285734,36.35308206677049,279.9681668228048,70.54401512812044,34.82537567734204,32.20668311056902,0.0095054748132367,2455336.782367626,20100520.2823676,37872.91083015497,103.690378727324,11.1109,4324.028953,1.333e-05,0.00058351,2.2546e-05,3.1966e-05,5.8398e-05,0.00037471,0.0014908,0.00085148,3.7696e-07,0.013368,1.5019,CEN,0.30898
36,a0250112,2250112,250112 (2002 KY14),250112,,,N,N,9.7,38.9,0.185,3.5,18,2459000.5,59000,20200531.0,J2000,0.3148165033124506,12.52169120671747,8.579656165460413,19.4974398286249,245.3940709759768,98.98156756392116,89.78078309212565,16.46372624797452,0.0222438311381868,2454964.289576788,20090512.7895768,16184.26240351976,44.3100955606291,7.63605,2971.7215785,1.3618e-06,2.8004e-05,3.6687e-06,1.875e-05,1.9762e-05,0.00012659,0.00035611,3.682e-05,7.4621e-08,0.0029841,0.054293,CEN,0.44865
37,a0281371,2281371,281371 (2008 FC76),281371,,,N,N,9.3,58.0,0.12,4.2,15,2459000.5,59000,20200531.0,J2000,0.3073277458411,14.66018832135189,10.15470569094479,27.15089817208552,245.6570225793217,141.5030979762585,40.00633859523727,19.16567095175898,0.0175587966847018,2456722.078573201,20140305.5785732,20502.54390801459,56.1329059767682,9.20365,3581.7844705,4.4311e-06,0.00010322,6.7266e-06,1.4289e-05,2.2962e-05,0.00011764,0.0003885,0.00013494,1.8544e-07,0.0035949,0.21653,CEN,0.48037
38,a0306173,2306173,306173 (2010 NK83),306173,,,N,N,13.6,,,,7,2459000.5,59000,20200531.0,J2000,0.5827992017734691,5.894517659240727,2.459197472595614,11.33639892341736,103.1797195023995,342.0852742166501,225.0054153334682,9.32983784588584,0.0688702507485569,2460960.6291297656,20251012.1291298,5227.220695251255,14.3113502950069,1.47835,575.3294695,9.3682e-08,5.7638e-07,3.7845e-07,1.1182e-05,6.6688e-05,6.9878e-05,3.1401e-05,9.123e-07,1.0102e-08,0.00073824,0.0007667,CEN,0.52147
39,a0308607,2308607,308607 (2005 WY3),308607,,,N,N,13.5,,,,3,2459000.5,59000,20200531.0,J2000,0.7336466005149241,6.72356377197401,1.790844067319977,29.41299278118123,190.1021719270309,309.1564181512432,255.4544838184929,11.65628347662804,0.0565333578089502,2460849.7713016407,20250623.2713016,6367.921771365318,17.4344196341282,0.912413,355.08376721,6.9478e-07,1.7599e-05,6.1294e-07,2.2955e-05,2.0236e-05,3.7036e-05,0.00099951,3.051e-05,2.2196e-07,0.02494,0.025002,CEN,0.45526
40,a0309139,2309139,309139 (2006 XQ51),309139,,,N,N,9.8,39.1,0.139,15.7,4,2459000.5,59000,20200531.0,J2000,0.3777576752674863,15.80574431121533,9.835003084338332,31.61190227051216,233.9613762729448,134.0714668499177,100.0058830725074,21.77648553809233,0.0156848960842116,2452624.56467116,20021216.0646712,22952.01690002739,62.8391975360093,8.91319,3468.7461523,1.3543e-05,0.00041784,4.7801e-05,4.4818e-05,3.3114e-05,0.0010849,0.0043988,0.00057568,6.2197e-07,0.028975,0.91013,CEN,0.50762
41,a0309737,2309737,309737 (2008 SJ236),309737,,,N,N,12.3,17.7,0.074,1.5,5,2459000.5,59000,20200531.0,J2000,0.4356931687387484,10.91626787995067,6.160124536533941,6.041827342940702,234.5452156780332,182.7953472479434,105.672959755605,15.67241122336739,0.0273270528767932,2455133.5275814207,20091029.0275814,13173.75867873848,36.0677855680725,5.17236,2012.9273412,1.1219e-06,2.4146e-05,2.0032e-06,8.8794e-06,0.00013673,0.00016106,0.0003827,3.4666e-05,9.0668e-08,0.0013368,0.043709,CEN,0.51987
42,a0309741,2309741,309741 (2008 UZ6),309741,,,N,N,10.7,,,,4,2459000.5,59000,20200531.0,J2000,0.6095805760711943,27.03541715320778,10.55515199063033,35.82904087308051,240.6965611274511,199.5148230746612,23.12536569140021,43.51568231578523,0.0070113954309848,2455702.2456198228,20110520.7456198,51344.98596514522,140.57491023996,9.58966,3732.0079822,3.6697e-05,0.0027371,7.7291e-05,6.8375e-05,2.991e-05,0.00065802,0.0034336,0.0044056,1.0648e-06,0.018523,7.7974,CEN,0.55165
43,a0310071,2310071,310071 (2010 KR59),310071,,,N,N,7.7,110.06,0.121,30.82,JPL 16,2459000.5,59000,20200531.0,J2000,0.5659600451070443,30.01769586449159,13.02887935901439,19.65282580588143,46.81121824809942,108.7105753616267,22.37188867367148,47.00651236996878,0.0059929139833774,2455267.4431372243,20100311.9431372,60070.94395122836,164.465281180639,12.0941,4706.660897,4.5426e-06,0.00035199,1.7504e-05,1.5617e-05,2.9441e-05,0.00021922,0.00044251,0.0005512,1.0541e-07,0.0084996,1.0566,CEN,0.3984
44,a0315898,2315898,315898 (2008 QD4),315898,,,N,N,11.3,,,,19,2459000.5,59000,20200531.0,J2000,0.3502001207856493,8.381273050251288,5.446150215715779,42.06971602813844,344.7600415602133,68.30790643688455,145.5769523966428,11.3163958847868,0.0406199224097285,2455416.619387717,20100808.1193877,8862.646175655394,24.2646028080914,4.68521,1823.3431757,3.6725e-07,5.6929e-06,1.1745e-06,1.3987e-05,9.0241e-06,6.2887e-05,0.00018008,7.6866e-06,4.1386e-08,0.00085307,0.0090298,CEN,0.48759
45,a0318875,2318875,318875 (2005 TS100),318875,,,N,N,13.6,,,,13,2459000.5,59000,20200531.0,J2000,0.1659040329896472,5.57459659948747,4.649748541342126,8.530148421341565,23.48897582100392,52.89594635681377,1.658104415880461,6.499444657632814,0.074883115625774,2458978.3574328534,20200508.8574329,4807.492276350898,13.1621965129388,3.67351,1429.6198867,9.5769e-08,1.6585e-07,5.9173e-07,1.0609e-05,5.0255e-05,5.8938e-05,2.6198e-05,1.9337e-07,3.3418e-09,0.00034996,0.00021454,CEN,0.56049
46,a0328884,2328884,328884 (2010 LJ109),328884,,,N,N,10.2,44.2,0.083,3.8,8,2459000.5,59000,20200531.0,J2000,0.3075420763117435,13.22263404034152,9.15611771326455,24.77543512987777,41.54821019083438,136.7325249216545,77.52497759468854,17.28915036741849,0.020498737145616,2455218.560798381,20100122.0607984,17562.0574790868,48.082292892777,8.20333,3192.4899361,8.819e-06,0.00020004,2.2656e-05,2.6911e-05,1.878e-05,0.00058841,0.0020515,0.00026156,4.6518e-07,0.014884,0.39853,CEN,0.60543
47,a0330759,2330759,330759 (2008 SO218),330759,,,N,N,12.8,11.8,0.097,0.4,6,2459000.5,59000,20200531.0,J2000,0.5632126704661748,8.119239168892976,3.546380794427197,170.3345949067527,348.4635623196011,354.533778654406,162.5905095304418,12.69209754335876,0.0426021063263935,2455184.010076127,20091218.5100761,8450.28640701193,23.1356232909293,2.54175,989.1728475,8.5555e-07,1.5626e-05,5.2393e-07,1.0318e-05,9.6374e-05,0.0001017,0.00047848,2.4426e-05,1.2298e-07,0.00028701,0.024394,CEN,0.57103
48,a0330836,2330836,330836 Orius (2009 HW77),330836,Orius,,N,N,9.9,,,,4,2459000.5,59000,20200531.0,J2000,0.418835291596476,21.5719653478194,12.53686495105638,17.8612928943585,50.37275818378014,141.3272151201962,47.8339526260837,30.60706574458241,0.0098371547389524,2454137.919925228,20070206.4199252,36595.94766508034,100.194244120685,11.5563,4497.365271,2.4546e-05,0.00099376,4.8648e-05,4.9976e-05,6.1592e-05,0.00033672,0.0034104,0.00141,6.7975e-07,0.014318,2.5288,CEN,0.49874
49,a0332685,2332685,332685 (2009 HH36),332685,,,N,N,10.8,33.0,0.078,2.8,JPL 12,2459000.5,59000,20200531.0,J2000,0.4461606924103068,12.70999837225645,7.039296697956639,23.30318172241061,72.15602402550898,240.138223940528,53.45645515834573,18.38070004655626,0.0217513307091176,2456542.882308778,20130907.3823088,16550.71153182807,45.3133785950118,6.09441,2371.7615397,1.1644e-06,2.5772e-05,9.0431e-07,1.0119e-05,2.2279e-05,4.1089e-05,0.00017848,3.7271e-05,6.6158e-08,0.00083982,0.05034,CEN,0.52356
50,a0341275,2341275,341275 (2007 RG283),341275,,,N,N,8.6,,,,6,2459000.5,59000,20200531.0,J2000,0.2302804268481455,19.8446165812355,15.2747898042708,28.79909974276677,311.7727471646651,149.5296271750367,349.4838703985453,24.41444335820019,0.0111491049966905,2459943.7263490725,20221230.2263491,32289.58738005087,88.404072224643,14.3214,5573.459238,4.3227e-05,0.0023471,0.0010875,3.8403e-05,0.00026626,0.017928,0.011186,0.0028875,1.9779e-06,0.83727,5.7284,CEN,0.41383
