,id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
97,a0523673,2523673,523673 (2013 MZ11),523673,,,N,N,7.8,,,,6,2459000.5,59000,20200531.0,J2000,0.3085014459078684,24.39325580974914,16.86790112204102,6.364801050541778,19.89031152387241,18.85658478694317,323.4509099604402,31.91861049745727,0.0081808686271195,2463468.1295031067,20320823.6295031,44005.10708686857,120.479417075616,15.8765,6178.657505,5.705e-06,0.00031397,0.000169,1.5861e-05,0.00035449,0.0015673,0.0012811,0.00041083,1.5794e-07,0.070868,0.84959,CEN,0.44125
98,a0523676,2523676,523676 (2013 UL10),523676,,,N,N,12.4,,,,13,2459000.5,59000,20200531.0,J2000,0.3768775347222658,9.923491259234938,6.183550337616523,19.15505272621569,234.0198982583538,186.2722261200127,69.14539929864551,13.66343218085335,0.0315287923794212,2456807.4125367524,20140529.9125368,11418.13475339356,31.261149222159,5.19692,2022.4853564,1.1627e-06,1.9249e-05,7.8353e-07,9.0977e-06,2.4569e-05,4.2677e-05,0.00019844,2.6504e-05,9.1739e-08,0.0005626,0.033223,CEN,0.69102
99,a0523682,2523682,523682 (2014 CN23),523682,,,N,N,8.6,,,,6,2459000.5,59000,20200531.0,J2000,0.3063263349243152,16.39580734084167,11.37333976999646,14.13880320087163,359.8590149275215,10.91543403874214,262.5385335065939,21.41827491168689,0.0148458430251661,2465565.399435364,20380521.8994354,24249.21234784309,66.3907251138757,10.3744,4037.405248,6.7437e-06,0.00014478,0.0002075,5.5718e-05,0.00020263,0.00089375,0.00096346,0.00018913,1.9664e-07,0.095305,0.32119,CEN,0.64092
100,a0523686,2523686,523686 (2014 DB143),523686,,,N,N,8.8,,,,7,2459000.5,59000,20200531.0,J2000,0.0911885013086102,20.2558774736702,18.40877436415537,21.32855016209297,207.8428846557238,340.087045383657,65.61965155832911,22.10298058318502,0.0108112891278647,2452930.9507739786,20031018.450774,33298.52672907856,91.1663976155471,17.4168,6778.096056,7.0822e-06,0.00025455,0.00010195,2.6445e-05,4.8137e-05,0.0041,0.0045199,0.00027776,2.0379e-07,0.30758,0.62768,CEN,0.41115
101,a0523708,2523708,523708 (2014 JB80),523708,,,N,N,10.6,,,,6,2459000.5,59000,20200531.0,J2000,0.3464114427498125,19.39259356786157,12.67477725135791,13.35397045195389,131.5820780017673,153.7357941505107,10.24147094153152,26.11040988436523,0.0115411804272885,2458113.114952513,20171225.6149525,31192.64985657783,85.4008209625676,11.6641,4539.317797,1.2776e-05,0.00044292,4.2055e-05,1.3241e-05,7.8995e-05,0.00066504,0.00011229,0.00059635,3.9539e-07,0.026561,1.0686,CEN,0.49035
102,a0523709,2523709,523709 (2014 JD80),523709,,,N,N,8.9,,,,5,2459000.5,59000,20200531.0,J2000,0.2536821885338564,25.47361660784443,19.01141379689406,39.02665794554533,109.0106993027952,241.4899601688392,345.9032520929031,31.9358194187948,0.0076659884691927,2460839.3689160887,20250612.8689161,46960.67590588365,128.571323493179,18.174,7072.77558,1.9617e-05,0.00078706,0.00021648,6.2031e-05,2.7489e-05,0.0032267,0.0021604,0.00098672,3.5528e-07,0.21956,2.1764,CEN,0.53051
103,a0523714,2523714,523714 (2014 KR101),523714,,,N,N,11.2,,,,8,2459000.5,59000,20200531.0,J2000,0.2841323515647063,14.77535442424264,10.57719822648059,9.12213604238356,128.3663367513396,156.7647530859855,16.48979269891356,18.97351062200469,0.0173539048891833,2458050.2935303776,20171023.7935304,20744.610639441,56.7956485679425,9.56295,3721.6132515,5.5469e-06,0.00013632,1.5837e-05,9.5617e-06,7.4665e-05,0.00043188,7.4891e-05,0.00017505,2.4017e-07,0.013442,0.28709,CEN,0.54789
104,a0523727,2523727,523727 (2014 NW65),523727,,,N,N,6.4,,,,12,2459000.5,59000,20200531.0,J2000,0.5171685255091483,23.20027393112832,11.20182247075835,20.4523569671302,215.8569715292047,233.0116781696166,302.0748099526346,35.19872539149828,0.0088199151026589,2465568.045081007,20380524.545081,40816.71941393991,111.750087375605,10.2603,3993.000951,6.7828e-06,0.00034298,0.00016965,1.2958e-05,0.00018992,0.0011097,0.0018862,0.00052036,1.9558e-07,0.10641,0.90513,CEN,0.40738
105,a0523729,2523729,523729 (2014 OX393),523729,,,N,N,10.8,,,,6,2459000.5,59000,20200531.0,J2000,0.5319779293891286,25.55152647241163,11.95867832688659,14.70992272948103,45.92508627907131,330.3968377140087,13.20731635341048,39.14437461793668,0.0076309533442919,2457269.744253303,20150904.2442533,47176.28109589822,129.16161833237,10.9693,4268.922481,9.6164e-06,0.00057584,2.4201e-05,2.3784e-05,4.9119e-05,0.00038743,0.00048016,0.00088218,2.5796e-07,0.01318,1.5948,CEN,0.43004
106,a0523740,2523740,523740 (2014 TV85),523740,,,N,N,9.5,,,,JPL 8,2459000.5,59000,20200531.0,J2000,0.3230145582450382,21.64078126950451,14.65049386765802,12.2245258642144,257.050505378296,270.1005530959657,357.9813956356045,28.63106867135101,0.0097902700346256,2459206.684748455,20201223.1847485,36771.20229848327,100.674065156696,13.6818,5324.546106,6.7587e-06,0.00026906,3.6999e-05,1.0089e-05,7.0427e-05,0.00060579,0.00032314,0.00035597,1.8259e-07,0.029319,0.68577,CEN,0.41938
107,a0523746,2523746,523746 (2014 UT114),523746,,,N,N,8.7,,,,8,2459000.5,59000,20200531.0,J2000,0.4716774452512273,30.07038535510792,15.88686281309069,15.21515528844527,319.5275622896585,119.4289081669932,359.3856693509932,44.25390789712514,0.0059771696611673,2459103.279523392,20200910.7795234,60229.17541371767,164.898495314764,14.9303,5810.424851,1.2391e-05,0.00082724,7.1084e-05,8.244e-06,0.00011692,0.0007515,0.00024559,0.0012174,2.4665e-07,0.037195,2.4854,CEN,0.49082
108,a0523754,2523754,523754 (2014 WX508),523754,,,N,N,10.6,,,,6,2459000.5,59000,20200531.0,J2000,0.2877810797012991,18.50209991262245,13.17754562302665,11.57505858316645,257.68110092713,264.9728925643119,1.086245361625083,23.82665420221825,0.0123843307178321,2458912.788731109,20200304.2887311,29068.99114714673,79.5865602933518,12.2075,4750.792775,1.1224e-05,0.00034866,5.6015e-05,2.6524e-05,0.00016322,0.0012576,0.00061239,0.000449,3.5007e-07,0.050911,0.82169,CEN,0.53613
109,a0523782,2523782,523782 (2015 BD518),523782,,,N,N,9.2,,,,JPL 9,2459000.5,59000,20200531.0,J2000,0.2990361832714629,23.21859546118678,16.27539529354937,17.20460957475524,344.0653468014972,168.7476381060834,8.011499662144999,30.16179562882418,0.0088094776200593,2458091.0817566407,20171203.5817566,40865.07912572163,111.882489050573,15.2876,5949.475292,1.0967e-05,0.00042304,4.2319e-05,2.1235e-05,3.4582e-05,0.00038734,0.00020959,0.00054955,2.4076e-07,0.022626,1.1168,CEN,0.44
110,a0523783,2523783,523783 (2015 BG518),523783,,,N,N,11.7,,,,6,2459000.5,59000,20200531.0,J2000,0.3059512274489813,14.66781688655292,10.18018030611516,1.817060074102206,213.6397467773829,11.28070205326006,15.33908621202642,19.15545346699068,0.0175451002694183,2458126.233909953,20180107.73391,20518.54902348384,56.1767255947538,9.17128,3569.1870376,4.9026e-06,0.0001345,2.2202e-05,1.397e-05,0.00025114,0.00063642,9.669e-05,0.00017564,2.4132e-07,0.016538,0.28221,CEN,0.64087
111,a0523784,2523784,523784 (2015 BJ518),523784,,,N,N,8.3,,,,JPL 8,2459000.5,59000,20200531.0,J2000,0.3154421137059139,21.51905059684364,14.73103579163078,6.437312448321057,328.5661173832572,325.2498583113128,284.5903398609284,28.30706540205651,0.0098734609727621,2466638.11160824,20410428.6116082,36461.37873974797,99.8258144825406,13.7172,5338.322724,8.1839e-06,0.00048053,0.00046887,5.7918e-05,0.00018339,0.0029011,0.0026468,0.00063212,3.3072e-07,0.099587,1.2213,CEN,0.56375
112,a0523785,2523785,523785 (2015 CM3),523785,,,N,N,12.8,,,,15,2459000.5,59000,20200531.0,J2000,0.5063922015018092,14.084014230268,6.951979258219779,16.76373384586739,314.9583898104426,163.2730729480444,37.20365654249574,21.21604920231622,0.0186472327278188,2457005.3698332063,20141213.8698332,19305.81364295056,52.8564370785779,5.97187,2324.0726479,2.4777e-06,7.5279e-05,2.4352e-06,1.1787e-05,2.1996e-05,5.1845e-05,0.00029986,0.0001134,1.495e-07,0.00080357,0.15478,CEN,0.55147
113,a0523790,2523790,523790 (2015 HP9),523790,,,N,N,10.2,,,,11,2459000.5,59000,20200531.0,J2000,0.2711643453653948,18.23155872943133,13.28781004157434,3.068840797855449,140.85181548851,36.33664815680609,38.39408657951752,23.17530741728833,0.0126610106099095,2455968.0338120745,20120210.5338121,28433.74917624926,77.8473625633108,12.2928,4783.988976,5.818e-06,0.00017248,2.0216e-05,9.8285e-06,0.00030935,0.00048056,0.00072035,0.00021925,1.7967e-07,0.016213,0.40351,CEN,0.38664
114,a0523791,2523791,523791 (2015 HT171),523791,,,N,N,12.1,,,,10,2459000.5,59000,20200531.0,J2000,0.2909475455956441,11.56970392953267,8.203526967966864,33.2217253547442,58.72218720805031,140.622651820876,50.7664735594968,14.93588089109848,0.0250449809535014,2456973.4881346785,20141111.9881347,14374.13750357314,39.3542436785028,7.26174,2826.0513558,3.2726e-06,6.0104e-05,4.8944e-06,1.278e-05,1.4917e-05,0.00010371,0.00038997,7.7591e-05,1.9516e-07,0.0022432,0.11201,CEN,0.5755
115,a0527328,2527328,527328 (2007 TK422),527328,,,N,N,9.3,,,,10,2459000.5,59000,20200531.0,J2000,0.194779175705613,21.102686380447,16.99232252208947,3.06920180912013,65.33151637657583,200.3244721209894,124.5821324234193,25.21305023880454,0.0101671084684221,2446747.0522463582,19861112.5522464,35408.29736577701,96.9426348139001,15.9767,6217.652339,4.5163e-06,0.00048682,0.00045594,5.1343e-05,0.000777,0.0052462,0.0066013,0.00058165,3.5182e-07,0.23179,1.2253,CEN,0.55981
116,a0527443,2527443,527443 (2007 UM126),527443,,,N,N,10.5,,,,6,2459000.5,59000,20200531.0,J2000,0.3413671470975932,12.84325235076396,8.458987936329208,41.74612415933628,184.8163695104822,103.9570144502953,140.3420546788592,17.22751676519871,0.0214136919159066,2452446.6532728686,20020621.1532729,16811.67364384202,46.0278539188009,7.70478,2998.4692326,5.2455e-07,2.2912e-05,1.0409e-05,1.2745e-05,2.0539e-05,0.00022494,0.00047303,3.0734e-05,5.7303e-08,0.0047419,0.044988,CEN,0.58298
117,a0527604,2527604,527604 (2007 VL305),527604,,,N,N,8.1,,,,7,2459000.5,59000,20200531.0,J2000,0.0616399716380159,29.94950597166188,28.10341927299605,28.11390214303211,188.5767810596356,214.4640674123661,18.80345141328795,31.79559267032771,0.0060133928863251,2455873.571198117,20111108.0711981,59866.36941994301,163.905186639132,27.1444,10563.786148,2.887e-05,0.0011906,0.00025593,8.1017e-05,0.00014233,0.012856,0.011302,0.001264,3.5857e-07,1.8852,3.5698,CEN,0.49805
118,a0529939,2529939,529939 (2010 TU191),529939,,,N,N,10.8,,,,7,2459000.5,59000,20200531.0,J2000,0.285198253027186,20.62379481488481,14.74192456288852,1.815116594117042,60.83304168185105,344.4186011559139,29.95752640100075,26.50566506688109,0.0105232819116773,2456153.7144959685,20120814.214496,34209.859910768,93.6614918843751,13.7515,5351.671255,1.4754e-05,0.00050483,5.6944e-05,2.7213e-05,0.00022662,0.00074656,0.0013468,0.00064881,3.8638e-07,0.036382,1.2561,CEN,0.54571
119,a0530930,2530930,530930 (2011 WG157),530930,,,N,N,7.2,,,,6,2459000.5,59000,20200531.0,J2000,0.0289842359297323,29.95354975634734,29.08536900327639,22.28978597371348,352.0671440142722,220.9502207373882,211.0328510096429,30.82173050941829,0.006012175198662,2483778.079506251,20880401.5795063,59878.49457216696,163.938383496693,28.1106,10939.802202,3.1996e-05,0.0013051,0.0022148,6.2037e-05,0.00024121,0.044455,0.046287,0.0013429,3.9293e-07,7.1388,3.9134,CEN,0.55375
120,a0531942,2531942,531942 (2013 CV82),531942,,,N,N,11.7,,,,10,2459000.5,59000,20200531.0,J2000,0.3764256633194794,17.09687756004559,10.66117408381351,18.53292557532181,137.2018171072469,41.31773871744735,17.29843892249992,23.53258103627768,0.0139421217743647,2457759.7678358103,20170106.2678358,25821.03397360432,70.6941381891973,9.68982,3770.9872494,6.5873e-06,0.00020506,1.5511e-05,1.5323e-05,2.7905e-05,0.00024046,0.00022922,0.00028225,2.5083e-07,0.007412,0.46454,CEN,0.72158
121,a0532094,2532094,532094 (2013 HX156),532094,,,N,N,8.1,,,,6,2459000.5,59000,20200531.0,J2000,0.1927404839173721,24.50607856916178,19.78276512682439,14.90189166885804,137.3398674573998,258.9336845407385,208.524656359299,29.22939201149916,0.008124438238344,2477644.908289769,20710617.4082898,44310.75594875564,121.316238052719,18.8237,7325.619329,1.9191e-05,0.00060192,0.00095175,8.46e-06,0.00037916,0.005649,0.0080392,0.00071794,2.9933e-07,1.1125,1.6326,CEN,0.76971
122,a0532660,2532660,532660 (2013 VE2),532660,,,N,N,13.1,,,,11,2459000.5,59000,20200531.0,J2000,0.2313233844556223,8.89616004803991,6.838270197068426,7.056058042450867,115.4720742530911,260.0675153037425,106.5236013407822,10.95404989901139,0.0371449854484784,2456132.7212122404,20120724.2212122,9691.75234970368,26.5345717993256,5.84824,2275.9595608,7.8637e-07,1.0733e-05,1.5191e-06,7.1507e-06,6.2377e-05,0.00013239,0.00026315,1.3216e-05,6.7224e-08,0.0020235,0.01754,CEN,0.60762
123,a0533396,2533396,533396 (2014 GQ53),533396,,,N,N,9.3,,,,8,2459000.5,59000,20200531.0,J2000,0.313428839656522,25.39469094775214,17.4352624305622,22.74282125009225,129.5044494288079,60.41029007107002,32.18443986654614,33.35411946494207,0.0077017545907758,2454821.654843717,20081221.1548437,46742.59556791939,127.974252068226,16.4978,6420.448826,1.2057e-05,0.00057335,9.886e-05,8.4534e-06,0.00013367,0.0014876,0.0017319,0.00075306,2.6083e-07,0.09167,1.583,CEN,0.62355
124,a0533559,2533559,533559 (2014 JG80),533559,,,N,N,7.8,,,,JPL 8,2459000.5,59000,20200531.0,J2000,0.2853276243031224,21.32290655579843,15.23889228499499,32.68013666589739,94.73336366968546,324.2696190649495,194.6863224926913,27.40692082660187,0.0100100090094269,2475515.3380337744,20650817.8380338,35964.00359489879,98.4640755507154,14.303,5566.29851,7.8033e-06,0.00020078,0.00030948,6.1184e-05,8.7558e-05,0.0018618,0.0032091,0.00025807,1.4138e-07,0.39683,0.50797,CEN,0.63419
125,a0534251,2534251,534251 (2014 SW223),534251,,,N,N,13.1,,,,14,2459000.5,59000,20200531.0,J2000,0.1543665336349467,8.975024646719142,7.589581202716896,10.72968920392428,22.53686615296871,288.8583437023822,108.5237684851426,10.36046809072139,0.0366564665200626,2456039.9372729366,20120422.4372729,9820.913857121668,26.8881967340771,6.59371,2566.0741207,3.1462e-06,6.2179e-05,2.5538e-05,1.7667e-05,3.7811e-05,0.0015147,0.0021743,7.1778e-05,3.8094e-07,0.028653,0.10206,CEN,0.50919
126,a0535985,2535985,535985 (2015 BF515),535985,,,N,N,9.9,,,,JPL 12,2459000.5,59000,20200531.0,J2000,0.1644478040373905,20.26299755475063,16.93079210365687,28.37118375597424,322.2819898573339,103.7230426892115,44.35799441242369,23.59520300584438,0.0108055912670888,2454895.403544286,20090304.9035443,33316.08526564116,91.2144702686958,16.0621,6250.887457,9.9717e-06,0.00034172,9.335e-05,3.0025e-05,4.9612e-05,0.0024654,0.0027757,0.00039791,2.7334e-07,0.15777,0.84276,CEN,0.63085
127,a0538495,2538495,538495 (2016 EB195),538495,,,N,N,12.0,,,,12,2459000.5,59000,20200531.0,J2000,0.4594366463249845,14.86460854800798,8.035262647777493,20.82631403833248,59.29173639431851,91.83055182830344,31.27899516061453,21.69395444823846,0.0171978382011779,2457181.725175239,20150608.2251752,20932.86352556461,57.3110568803959,7.1195,2770.695815,2.8094e-06,8.2395e-05,2.9775e-06,7.5621e-06,3.2077e-05,6.1407e-05,0.00027213,0.00012025,1.4299e-07,0.0011737,0.17405,CEN,0.60101
128,a0540205,2540205,540205 (2017 RS17),540205,,,N,N,14.4,,,,JPL 7,2459000.5,59000,20200531.0,J2000,0.447581173438967,6.180537576881594,3.414245315737301,42.69197286188317,135.8524617052494,296.0200145840018,48.14056722379369,8.946829838025888,0.0641452787962644,2458250.0072415746,20180511.5072416,5612.260274733813,15.3655312107702,2.652,1032.07884,7.8364e-08,3.2367e-07,5.2081e-07,1.0307e-05,1.7646e-05,3.732e-05,1.39e-05,4.6854e-07,5.0389e-09,0.00022015,0.00044087,CEN,0.46674
129,bJ94T00A,3005962,       (1994 TA),1994 TA,,,N,N,11.5,,,,3,2459000.5,59000,20200531.0,J2000,0.3055038466177751,16.70919726571288,11.60447322714239,5.407617136082553,137.6446455416306,153.9529490871159,187.6863994493244,21.81392130428338,0.0144301449812318,2470941.724483523,20530208.2244835,24947.77429251217,68.3032834839484,10.5892,4120.998964,0.00011128,0.0029809,0.0026738,0.00019259,0.0041867,0.026277,0.057492,0.0038915,3.8614e-06,7.1723,6.6759,CEN,0.39305
130,bJ95S55N,3137692,       (1995 SN55),1995 SN55,,,N,N,5.9936,,,,JPL 5,2449996.5,49996,19951006.0,J2000,0.663062047029355,23.56481811503028,7.939881577803875,4.686289046370666,140.3212884953155,53.60254373855003,180.352269757809,39.18975465225668,0.0086160445506452,2470846.871558111,20521105.3715581,41782.51376068388,114.394288188046,6.9437,2702.279729,0.12499,1.3026,3.3843,0.33655,5.5693,14.007,46.295,2.1663,0.00071441,5845.7,3464.5,CEN,2.536
131,bJ96A20R,3137693,       (1996 AR20),1996 AR20,,,N,N,14.0,,,,JPL 3,2450101.5,50101,19960119.0,J2000,0.6485479227195046,15.97944252524366,5.616008269281169,6.085490374296701,330.4498215197117,107.6525106660564,7.808567273097982,26.34287678120614,0.0154298476463429,2449595.4310191474,19940830.9310191,23331.40341054009,63.8779011924438,4.63722,1804.6669074,0.087101,3.4027,0.19718,0.36147,1.6276,1.8097,3.2231,5.6095,0.0049285,50.959,7452.4,CEN,0.92313
132,bJ96R33X,3137694,       (1996 RX33),1996 RX33,,,N,N,9.2704,,,,JPL 5,2450342.5,50342,19960916.0,J2000,0.2097602763435404,24.02725261385635,18.98728946579779,9.36890984942514,145.2790033248319,200.5892132312369,0.0646147918446162,29.06721576191492,0.008368505430024,2450334.7788134166,19960908.2788134,43018.43417683811,117.778053872247,17.9813,6997.782521,0.74745,19.849,2.2737,4.0824,9.275,335.53,208.84,24.013,0.01037,24947.0,53307.0,CEN,0.8406
133,bJ97M10D,3010203,       (1997 MD10),1997 MD10,,,N,N,16.0,,,,3,2459000.5,59000,20200531.0,J2000,0.9426504547138732,26.46814028152069,1.517935809714628,59.47833603915265,282.22314891115,68.47691703359185,59.63310708397565,51.41834475332676,0.0072380058916109,2450761.613768491,19971109.1137685,49737.45606054943,136.173733225324,0.885702,344.68864734,1.4339e-05,0.0067707,1.1947e-05,0.00038708,3.3834e-05,0.00074878,0.022883,0.013153,2.7773e-06,0.00033424,19.085,CEN,0.68599
134,bJ98Q01J,3014714,       (1998 QJ1),1998 QJ1,,,N,N,16.5,,,,3,2459000.5,59000,20200531.0,J2000,0.8149235619047762,11.24653832152888,2.081469253450002,23.65861624361983,311.737418371554,3.895860732839133,208.093586662295,20.41160738960776,0.0261321879313901,2464813.5001872224,20360430.0001872,13776.11399953106,37.7169445572377,1.06826,415.7347442,8.1051e-05,0.0051676,4.7534e-05,0.0011177,0.00032457,0.0076725,0.14383,0.0093788,1.8011e-05,9.5103,9.4948,CEN,0.52398
135,bJ98W24U,3017056,       (1998 WU24),1998 WU24,,,N,N,15.0,,,,3,2459000.5,59000,20200531.0,J2000,0.9061234813876824,15.13895461007376,1.421192354223619,42.41943902445642,103.5313920159213,303.709175485428,133.4738270176479,28.8567168659239,0.0167324772652099,2451023.5683776173,19980729.0683776,21515.044920964,58.9049826720438,0.646744,251.69336248,4.3411e-05,0.0070626,2.0666e-05,0.001149,0.00085517,0.00064312,0.093539,0.013462,1.1709e-05,0.0083928,15.056,CEN,0.73004
136,bJ99H12D,3031995,       (1999 HD12),1999 HD12,,,N,N,12.8,,,,JPL 6,2451301.5,51301,19990503.0,J2000,0.6747796269585002,25.5703216817347,8.31598955612491,10.2511110201094,177.8129545571631,286.5325752319596,17.25242510590893,42.8246538073445,0.007622541306609,2449038.157052819,19930219.6570528,47228.34360869427,129.304157724009,7.35019,2860.4734423,1.3418,80.862,8.0121,1.5173,1.6824,28.531,94.75,135.43,0.036158,1694.1,224030.0,CEN,0.30979
137,bJ99JC7V,3031996,       (1999 JV127),1999 JV127,,,N,N,10.368,,,,JPL 5,2451311.5,51311,19990513.0,J2000,0.3590922396224876,16.72952781626567,10.72208420489613,25.53714726347087,3.090181925398293,0.1442194081160093,179.4831871318338,22.73697142763522,0.0144038486344162,2438850.72012878,19650331.2201288,24993.32012833174,68.4279811863976,9.71783,3781.8879011,4.1362,36.607,92.656,108.74,1.6407,6464.7,12798.0,49.752,0.047277,929360.0,82034.0,CEN,0.13217
138,bJ99L31E,3021708,       (1999 LE31),1999 LE31,,,N,N,12.4,16.8,0.056,4.2,JPL 9,2459000.5,59000,20200531.0,J2000,0.4664837784857964,8.129222839480187,4.337072253166435,151.8116911843873,292.128291286127,32.36223165841355,333.8065523348204,11.92137342579394,0.0425236496049285,2459616.473650157,20220205.9736502,8465.877302268887,23.1783088357807,3.35781,1306.7589177,6.2214e-07,3.7035e-06,6.7842e-06,2.1242e-05,9.7022e-05,0.00021795,0.00028425,5.4311e-06,2.9059e-08,0.0071001,0.0057853,CEN,0.56113
139,bK00CA4O,3031998,       (2000 CO104),2000 CO104,,,N,N,10.0,,,,5,2459000.5,59000,20200531.0,J2000,0.1441655877808066,24.15057473502871,20.668892933109,3.072136892920149,353.4019447999376,138.646029954859,72.39133556662317,27.63225653694841,0.0083044881186256,2450283.36601985,19960718.8660199,43350.05299033153,118.685976701797,19.6841,7660.461197,0.00038109,0.015311,0.0039136,0.00020407,0.0016902,0.10168,0.14341,0.017518,7.8974e-06,8.9855,41.225,CEN,0.14695
140,bK00D08G,3035904,       (2000 DG8),2000 DG8,,,N,N,13.1,15.6,0.053,2.6,5,2459000.5,59000,20200531.0,J2000,0.7935129752653416,10.76490857074319,2.222813942313386,129.2386304480873,278.9866809532594,222.002149795065,198.0970951545559,19.307003199173,0.0279054194927433,2464802.3445086465,20360418.8445086,12900.71987964975,35.3202460770698,1.37226,534.0424242,1.4754e-05,0.00078119,4.3139e-06,0.0001022,5.1919e-05,0.00031445,0.021605,0.0014011,3.0376e-06,1.4058,1.4043,CEN,0.59837
141,bK00F53Z,3038468,       (2000 FZ53),2000 FZ53,,,N,N,11.4,,,,3,2459000.5,59000,20200531.0,J2000,0.4755853293922471,23.83696051606658,12.50045179732307,34.83061556668524,202.4052361510629,291.8026504679876,89.70003862018409,35.17346923481009,0.0084689146925816,2448408.8194982754,19910601.3194983,42508.39842740939,116.381652094208,11.6729,4542.742493,0.00070767,0.028384,0.0033328,0.0012283,0.00034326,0.025503,0.17594,0.041883,1.5127e-05,1.858,75.926,CEN,0.17232
142,bK00GD7M,3031999,       (2000 GM137),2000 GM137,,,N,N,14.4,,,,4,2459000.5,59000,20200531.0,J2000,0.1208866973501103,7.854811998249303,6.905269717474925,15.86433494487038,89.65217635658303,124.3084526278769,297.8282546769414,8.804354279023682,0.0447713697609643,2460389.149613693,20240319.6496137,8040.852936196747,22.0146555405797,5.92704,2306.6261568,1.6656e-05,9.872e-05,4.6651e-05,8.4853e-05,0.00072093,0.010208,0.013601,0.00011065,8.4403e-07,0.32995,0.15159,CEN,0.20088
143,bK00H46E,3043768,       (2000 HE46),2000 HE46,,,N,N,14.8,6.4,0.045,1.2,5,2459000.5,59000,20200531.0,J2000,0.8992621622306047,23.65661703882703,2.383116449430069,158.5565513060535,313.6941707688886,82.81460068779717,63.13016523930138,44.93011762822399,0.0085659417098933,2451630.596330636,20000327.0963306,42026.90284294283,115.063389029275,1.48646,578.4856382,0.000122,0.028869,2.4375e-05,0.00015013,0.00076986,0.0011914,0.11553,0.054831,1.568e-05,0.0048673,76.932,CEN,0.54026
144,bK01Q06F,3091801,       (2001 QF6),2001 QF6,,,N,N,15.3,5.4,0.04,1.0,3,2459000.5,59000,20200531.0,J2000,0.6883174146213381,7.280208308559806,2.269114147707135,24.37396439818662,143.1461556096564,240.7952908822068,340.2984535812142,12.29130246941248,0.0501751136610887,2459393.155740689,20210627.6557407,7174.871639188396,19.6437279649237,1.37382,534.6495294,5.9892e-07,5.3523e-06,4.8851e-06,0.0001636,7.4722e-05,0.00044334,0.00033887,9.0364e-06,5.5332e-08,0.007162,0.0079123,CEN,0.68402
145,bK01XP5Z,3117443,       (2001 XZ255),2001 XZ255,,,N,N,11.1,,,,3,2459000.5,59000,20200531.0,J2000,0.0339283548432356,15.95313077407617,15.41186729231277,2.608149246821838,77.82840119580717,280.8763322696355,204.9775448041402,16.49439425583957,0.0154680364198978,2469022.615993756,20471108.1159938,23273.80090319039,63.7201941223556,14.4094,5607.706198,0.0024541,0.0024611,0.03884,0.0012653,0.015854,1.1501,1.4525,0.0025446,3.5794e-06,94.644,5.3858,CEN,0.12954
146,bK01Y61K,3133383,       (2001 YK61),2001 YK61,,,N,N,13.7,,,,3,2459000.5,59000,20200531.0,J2000,0.6896758834171968,10.59304747177631,3.287278098598681,12.33352098699733,83.52001120785829,15.56999608069377,192.6977631321858,17.89881684495394,0.0285872708290231,2464852.833294368,20360608.3332944,12593.01743608597,34.4778026997562,2.30635,897.5622295,5.6818e-05,0.0038464,0.00067211,0.004783,0.0035308,0.032601,0.10872,0.0064993,1.5571e-05,6.9898,6.859,CEN,0.63119
147,bK02CO9A,3117453,       (2002 CA249),2002 CA249,,,N,N,11.984,,,,JPL 5,2452321.5,52321,20020216.0,J2000,0.384682475849457,20.71194160389172,12.74442062805728,6.421569891554367,313.5885584783054,182.3873930529867,0.103022045255642,28.67946257972616,0.010456175270715,2452311.647253409,20020206.1472534,34429.415219183,94.2626015583381,11.7584,4576.016528,9.2309,271.31,24.25,42.305,15.194,3556.2,1454.4,375.68,0.20545,138900.0,676490.0,CEN,0.10659
148,bK02CO9B,3117454,       (2002 CB249),2002 CB249,,,N,N,9.7958,,,,JPL 5,2452334.5,52334,20020301.0,J2000,0.5122502363718423,28.48900869260191,13.89550725581711,13.97125587912351,353.5123796126194,168.1457001593144,0.1386899871515401,43.0825101293867,0.0064816871810579,2452313.1027953406,20020207.6027953,55541.09446257471,152.063229192539,12.9054,5022.394518,0.53147,27.812,1.5758,4.7246,3.8193,93.792,25.138,42.058,0.0094914,3898.5,81331.0,CEN,0.32763
149,bK02F36Y,3126189,       (2002 FY36),2002 FY36,,,N,N,8.3574,,,,JPL 5,2452391.5,52391,20020427.0,J2000,0.1142986162492211,28.96610503514212,25.65531931149578,5.446776118579409,332.9159778021749,194.0799649897761,0.2266567692113317,32.27689075878846,0.0063222100697105,2452355.6491240067,20020322.149124,56942.11296849257,155.899008811752,24.6633,9598.216461,0.3451,10.262,0.90714,1.0964,2.8562,1519.8,1198.0,11.435,0.0033598,189470.0,30261.0,CEN,0.17207
