,x,y,z,Vx,Vy,Vz
94,1581222591154.0159,-683451470775.495,2316870512588.7715,1656.605170190986,6462.58317575238,3550.5566320123853
95,-2459780662335.832,1326584041315.4463,1327461794278.144,819.0709767602418,5202.73121886397,-1504.319586349086
96,-389376814085.4441,-1275622860071.7837,181960315182.495,493.8130729333386,-1146.263090320046,8934.839997241901
97,2643266426625.417,103994848369.02515,-65560852152.99371,-1458.3034821255992,7835.773515461893,643.2944132185514
98,-672660635793.2491,837763231462.1078,-326886843195.1605,-10985.306346847896,-4751.674871234434,-1923.0946617723985
99,139463464266.0302,3437456513.959997,-2310521757259.479,7264.873868830647,-22.44113320866252,2789.7407376338474
100,-2551577714335.829,500525837557.33997,1275199927550.1855,2104.8870742842487,5757.590456714458,3205.3455095791637
101,937199706766.1305,-1614927555297.7358,372420483566.26416,6893.6134188922315,1978.5223687607802,-6498.143106078067
102,1110634202461.5374,-1666258538893.063,-2044140787478.6682,-796.9848728284244,5913.213537190186,-4725.427440877251
103,1124682892946.1973,-1132251355314.8354,55903184694.329834,-6434.353700502494,-7459.739028613166,-3020.8803846312826
104,1607496344349.9707,1168539833816.9553,170759329280.708,-1740.3019679367758,-1630.7364694176076,-9441.5130353908
105,1006456878816.1665,1436584730847.056,-428332807224.5763,6490.68373701769,-1005.0046083262737,8315.229657465781
106,-1995118239882.5728,534039803150.6576,734418379457.1371,-2209.2644431693807,-8672.155406987438,74.6202371091492
107,-2062257782562.0244,-652112360521.2156,985207064053.3229,-3516.6047418610206,8092.157750820427,-2079.9567587368533
108,-1023288374176.5283,362150475146.4202,1645692437554.1306,-2344.5413207795887,-8992.685986921519,568.3487926854705
109,-2345568070602.1836,659058044729.624,-137578724559.06158,-545.4083351495318,800.3366838788218,8344.040890108763
110,-1235986692051.7163,-620926989805.22,667369135314.8364,2136.9696748778806,4277.987928858776,9459.393585884669
111,-2088860126337.403,-1642841962508.8706,-387017557847.44324,6159.464188433132,-4434.391042584158,-88.76646209784661
112,-602869474817.1356,875988764573.4514,339882184503.64526,5888.1697457245045,3225.1952485341826,11388.279142261019
113,840251764605.8474,1901480710426.7969,146132866023.26907,8523.333470128362,-2448.277111845748,253.79487564793112
114,-733618586600.4568,-1089140971876.8799,-256969589905.73907,-2133.8821430334274,1434.292754166142,-10727.355525582261
115,-613206436929.6836,3356186483217.2456,-141989847492.29077,5580.620155316449,2111.020967729795,303.86671532862806
116,1102593841818.7578,-1192521015510.8594,1632209439415.503,-4783.786687712016,-3229.8240613200014,3589.343929206851
117,2991689507207.7437,-2923051614698.169,-539925116641.83563,-3988.387480490893,-4133.942398758807,-565.2305910120953
118,1192161013280.7134,1855925509643.2578,547540428547.45276,1224.6308046819358,-2028.8371779510765,8255.568613852514
119,830578930830.4836,-4328982984291.051,-1284609901737.3652,-5231.832803035814,-780.9073645587453,-460.3783588266068
120,-1507174127064.498,-389904895111.7608,-429257532107.99585,2254.759416692407,-10178.701670784205,-1945.1867529791393
121,2839445678469.7266,1199990009618.1367,2925112381700.91,2478.9833186413257,-4229.782117355053,-1491.055563285971
122,-676087882776.1915,1161594917902.597,108058878184.80634,-6824.627202654451,-1965.5124981467538,6833.191788583329
123,1602610290695.2046,1162434324047.713,-1847020882918.1575,5418.567838175769,-5789.560964602024,-465.3736844322925
124,-125422580799.0932,-3800659491476.772,1385552327465.9285,1527.2187405353147,-1173.2235088414825,-4502.032201155876
125,1095811183543.0632,216671197348.02734,-807376915241.2719,-3429.206201604271,-3840.5525102426086,-8199.235450580816
126,-2621565294224.5977,271823598535.68164,-134926170717.94754,-26.892748753450633,7514.1657062950635,575.8781213384488
127,6867000666.734924,-804411757851.3191,969411853031.6233,-7416.371805754905,-8713.822131337753,-4482.095043799061
128,-363054973843.29834,412356568010.84534,149323923750.16638,-9482.602016181587,3217.6679528433524,-14912.855039885872
129,-1837905600634.3271,2563150743193.084,786263274508.4094,-3250.53806869646,-1511.2873798864985,-3964.193474519105
130,2576010728270.507,-2297760411131.8105,4738584590841.796,-1760.4180440610974,1406.2340122015628,1597.5552524813047
131,52815237143.11374,828183860563.1854,-149533400849.32217,-15916.936028608254,2110.7583873880353,1204.6333406169779
132,1614877041583.1013,-2336124095896.0425,-55945331082.29886,-6179.458344166756,-4264.012772346028,-392.8512072351379
133,-263648669418.95337,131554140550.70486,49446781949.73894,-1612.9506987442583,29177.065551929787,-989.9227265762077
134,-1211916680032.1484,1204010470523.021,1060137189953.0618,4800.812218968948,-5459.230988716582,535.4457427458292
135,-63959458726.91376,230166417125.95526,-1049355070592.9225,835.8416075015239,-3918.0834648058917,-13114.214262793746
136,-731290324067.1185,-686132402824.6552,774486259948.3248,-11632.962800936586,4492.6778412544545,-4391.00896337399
137,-3397451921018.3213,-163051203763.26358,8703191397.67659,190.1116303815096,-4593.513512914856,-1967.53564690693
138,286404762258.81006,-603414730833.5682,61236226622.73505,6421.291326397781,7164.502695433581,13929.537073956511
139,-2685059997914.77,2065860456493.9285,-121302002400.96785,3234.9682891299562,5561.534592015648,-410.1993054726038
140,-1697022369270.8281,-1493248274829.1567,-883422405426.8901,436.5224784041727,5142.045050460666,571.0961404113069
141,-2737997467008.5596,-77926785531.02495,-272127785697.43173,-3298.7837610772367,6636.390308236339,-2070.6730979372123
142,960252998224.1548,506435862956.7826,-150904847947.32312,4157.859010360873,-10559.07358941749,-665.6169757630333
143,-257271374274.93982,305857876128.54083,268415276755.11334,-14723.929707111718,14050.611641642688,-9980.041603985832
144,309198733421.9689,-24463274631.36383,157270591413.7443,-8103.295239995914,21109.484555623127,11406.880651940666
145,1374161773970.587,-1770087784775.8384,1013668840341.0679,-4860.90924119491,-4883.827463005875,-2197.993479390045
146,910380122255.3296,-2354543507277.2573,277535432672.9027,3055.159027797224,3322.0831634139454,630.9937285664305
147,-1372719493860.8518,1323066590250.385,-11427860153.65385,-6745.745337472635,-7003.52365222887,-1353.0212284860688
148,-2014553004536.719,299248354160.1073,416306512946.2322,-2169.7127579265216,-1352.156956266855,-9487.295839258171
149,-3600555027521.995,1127381422467.0967,703957975832.3412,-471.8446056937813,-4286.3264890661385,4464.882259284757
150,-91450293278.5896,-3389876971259.946,255822430158.3599,-6544.699484027766,-787.9935026443704,402.50481882277876
151,1826130111607.319,1013504319368.1669,73950577691.67645,-3223.981860151898,5393.726453083629,5693.562259525288
152,560042428849.54,1602640261176.4497,982189851589.3121,8601.281613222493,974.0123809880506,-3737.202528902019
153,-217671753004.4821,674661224418.5265,-27457366160.59578,-13191.661410341127,-8553.913818628193,2233.3597341492937
154,-430500810768.7849,-1198540522708.8809,27561814692.17641,8742.948358839056,-3281.38150780559,-6097.4092833214345
155,-846281076987.2253,-1580352749583.759,101245757197.9316,-5651.8365138815,3485.499299509581,7172.022046601462
156,2643777300895.427,1679467343348.9807,1843883187021.4028,-4299.48354502568,3199.60428551519,1025.5422977759038
157,1956159661150.6423,-94240395506.60336,305608214059.43555,3543.647715051629,-2920.2158559339023,8134.715521641532
158,2026664884300.6934,-1255397015182.455,-902126032391.2133,-3035.611595527849,1745.3703354081679,-7500.385859597768
159,2456728911980.3237,401469534598.08716,-358778357476.9259,-3495.4063058281217,7089.733286596681,-1104.4613325971166
160,2235365552071.455,434512038152.36523,693968667035.7767,-470.699478208569,-6352.301635365849,5508.8735933266225
161,425440965697.77264,-535915537583.5801,425141748151.0589,8497.170892682869,-13646.503585795035,-3072.0524050632966
162,584042318433.4922,1941097815571.8398,995801872689.9019,6706.67142328306,730.4296555628146,1755.7587128910764
163,316303507288.3338,-233782895955.90378,747732757945.147,-12379.02018030824,-6023.760553456462,-2984.307750532942
164,2200211492309.206,-40818971171.895874,-960782359514.506,4057.826030443999,-4419.443365456673,5573.942763746456
165,-2207261889658.246,1756662414389.4287,1422486355750.3667,4094.6779337331736,4935.4593562789705,2108.8185416753254
166,215050616011.05884,-164322567189.95102,507308649126.3693,14265.34771979719,-1684.23211078645,-11315.366613046961
167,951869598730.9192,794351900235.0461,-11522359102.057323,-5763.862368375178,6824.882162653552,-5685.705232029443
168,908843051113.008,774805689813.9457,-22620460104.59068,-6124.810336960785,7006.602774625011,-6120.198978705471
169,-1461350036210.8535,3085969484459.066,-10507617288.119345,-5662.208588620326,-2681.1105241799696,104.60081037348868
170,-434178484887.44617,-244693517169.04968,-14434201608.32057,-7428.174283065124,18524.535330659543,291.1535745481038
171,-432063823805.09357,513784946166.1828,-1404850563960.397,816.5101560260487,6979.599249975923,-6519.586581698786
172,155083248122.14508,-102208253130.84924,420352597234.16547,-9785.166298346223,16815.066405036327,6917.348438205583
173,174230140441.51328,-398923130855.2436,120657529633.54231,-18142.556279323817,-15108.574519525848,14.226670467629447
174,-2143429705658.787,-241462525354.76828,-406625893525.1485,-74.14803440121506,4802.858054451062,-1375.9965095143803
175,2939844520553.049,3121431430427.3174,-384859401755.0722,-4316.512082505135,3625.813139382502,-630.454748473476
176,2273892789954.22,453943393312.09875,-3765070506.632612,1490.198932700389,-7466.200864397892,-291.6728430253379
177,87868379540.10876,1691623116496.6143,-2243498628973.079,-6055.012641878611,-2970.917483091682,-2743.3636293376667
178,1994358876162.861,1712493815690.2122,126769354678.39542,-1977.5381092674158,1814.417419784901,6607.35894120235
179,-2244352676212.801,3107109708649.6377,143350278042.31543,2118.5728682195436,1277.4030791653238,5481.911369165196
180,841795406227.4604,-771327129494.8529,-2104264455593.9656,-2300.111786955732,-1444.46003594618,-3327.6705874306
181,-323483596849.17114,267618134209.105,-205281057053.7791,14534.141856655991,2130.4290245630846,-14209.181978310356
182,1573337621138.4756,594095589820.2501,-97103727956.53998,4114.638683723681,6864.713153256643,3354.8359121561334
183,1683852441339.909,1185290092928.5842,-582921807190.2178,-1925.5328550520296,5131.995706916507,1361.9574497953147
184,185150902178.80215,-252923501745.40417,126344697722.03696,-461.61705242380594,1900.6369920260304,27325.600790373246
185,-2012630520448.0806,-25309778002.887573,-1193348865842.6558,-4092.586503024536,-1408.451746084847,1742.4204655724532
186,-1941320440053.7102,718147000461.8586,-4001172662149.313,-2005.648167399771,4629.303365518758,1973.5217214018735
187,435714520410.43945,-198417244269.66858,401019845024.87714,-6497.22246239902,-9789.970910617258,15539.578294348838
188,-1552654220145.4485,-2037116244317.4006,981118496696.8043,-4132.633877229395,-1104.4017038053212,-6432.364790496016
189,473029159878.5376,-511779244963.6836,53580879598.59901,-13912.654695192701,-6563.001562814305,-235.3027369881287
190,-14157788930.478167,-162130672374.6385,-175135182683.23355,-29517.709219988545,-5262.605871658088,7274.841355342562
191,-642858193802.3032,525767024921.4342,198767018877.14642,-2831.4996259481645,-12726.860554230372,-3242.234764049591
192,-235355575341.2366,-202354146228.5901,-375231820910.31134,10454.80629335965,15994.60383772611,-6232.9746955823
193,413550966416.5115,-1860689742120.3591,263109044898.266,-7499.649011643011,-5619.927094683222,2164.34860248685
194,1243359455701.2253,249483536169.69513,-10568345495.408895,1890.906537682735,-9570.986565454506,-3490.711277708337
195,115874925169.4939,1285443654024.665,83355945950.4372,-12393.991038439628,3839.1274577925506,45.31179439429462
196,1413710073558.3315,-379812592395.79346,868500193481.74,6264.517405787631,5902.9194622430805,948.6919088687803
197,105147320001.44516,596007294316.0215,830897797898.7427,-6543.2719848530105,10952.485985355634,4327.05785435387
198,149670824572.1624,-502079854650.6277,-1002974218775.6023,-11768.654646571602,-2167.7695987721727,-6196.116792315002
199,534628417325.9406,194557046965.3526,78575412085.58105,8871.751774491553,6530.23994385412,-17172.793315718984
200,1033128406821.0972,418331698382.325,-2403937676149.223,1231.4954787696859,6882.00529669527,1726.8524034779225
201,-1146484281314.5479,511941578113.2688,1300848653865.1433,-5540.337886494662,-4177.09378010359,2942.8970852933753
202,269592336954.3555,298470596083.1429,119564718497.05707,21197.151853745214,-3145.219193727169,10493.632251940646
203,-246263391807.1878,69062830574.58519,-193433363596.52057,-12192.027770303224,-24369.662493143398,-6897.196541938823
204,-469818419971.46136,77596475385.50919,-205106542516.70422,11171.547911772426,14639.6956588735,5332.187903763454
205,929011340775.8578,-60066809932.270355,255096584346.32196,-7758.456750130647,-2529.0276807871674,8708.106650254585
206,-301190723259.5809,-55538029083.36956,-497516027386.7505,4263.938029951087,-2071.9700646285755,-18837.48749048693
207,23963620883.608456,-770821400329.9753,95727459768.30966,3099.6618666389604,457.1328018393997,-13065.249721207827
208,3220592636487.301,-619957664608.9106,-542036515202.54626,603.7887023335275,-2771.0938545590557,6438.478243613715
209,-255041043995.90115,417040907160.7964,246036137061.9914,-19796.60325456887,2131.543443609985,4169.742227405015
210,230792584482.6675,-135672690020.30258,16413000559.625963,-6492.785624719683,-29985.331702052405,-2065.0838239315826
211,556021840013.6031,-151500138131.30975,-277727775957.59326,-8642.378693424485,-13363.33918403379,-6704.100710086714
212,-192415035752.78192,-874240510147.3735,-1155831992526.8613,-8418.534286488864,-7415.607352284323,2836.042894112313
213,573728644567.6466,-65965169973.4131,-297018332481.86615,260.388949056417,9151.067838730725,12983.877014007146
214,253902409042.5222,-609526990249.7117,-256397724882.03378,14581.217543933166,5673.009787603327,-1207.6170247926832
215,299211104452.08813,-454741486302.20044,-76391064503.72818,9619.263287806376,9365.991742359003,12038.18824999199
216,-3073784246128.4614,366655802223.28674,2127384704875.7725,1034.9073049560286,-5727.237445965328,2099.242864740235
217,138663242454.57263,189807491365.5962,415555496846.83453,-9269.444590014338,-16404.788848420394,9970.421959461564
218,878914166579.2335,-209910864524.2671,1272063283627.4111,1184.4866685428965,-11279.959777112235,781.9131298838174
219,-1610495950632.4502,856252765689.9053,-1841931334650.0017,5938.504867807042,2597.415944945882,-3948.0499045818165
220,-273874510418.4459,198513211121.79816,110348783343.54851,10021.098315369336,20061.88042540143,14216.033948027178
221,29182303323.0925,-897766738878.7883,212169593505.80634,8358.51586597323,-6231.900775791986,-11943.391991635843
222,368715986875.0578,-2449388401055.1343,44475790406.22896,4445.335968547469,440.9050303081596,-7529.673962638523
223,-625426397068.2448,-16051958662.067078,-250057693839.5438,2240.4332084857015,15311.42831684544,-2001.6349776992367
224,-1367809320450.3467,-1745398299537.4368,-536839199587.1632,4534.090200245148,-4883.433942420339,4324.304758955932
225,551202686312.7463,-216131871739.90198,130439566431.55045,-6632.164680521417,-15986.54112027221,297.77179910917573
226,-1368175459122.7227,-674770762452.4731,213167670509.7413,3324.1094865037626,-4598.240084749856,8445.997262477054
227,91759704999.44647,464207096529.2073,507302244961.5728,16013.757041840505,425.54898444082755,8080.868129023626
228,-208087866022.4376,-211842355234.4137,-557612290077.0991,13995.828925427482,-6302.4894523517,5042.105713015544
229,490050354527.1355,-1466628311237.6826,-1802385397329.495,5341.056162932958,6124.59852042298,-2716.313016672829
230,152894758889.7919,-134902928792.34831,12477159376.393253,-6052.619220138351,-11698.254954488319,-31561.231095752064
231,1066382834756.0535,-1328934929204.8499,701155816769.3766,-4993.4499286598975,-5935.76153550146,-3655.811943955901
232,2457021144933.994,-2134684624290.363,311408675858.6467,-1977.2261054559813,-2262.086775844765,5282.730916956877
233,188246834344.13284,-256789747456.5496,-45965630291.770096,23484.37509213678,7293.081325877711,13690.432328632993
234,203222663636.77463,-265465576452.91956,-18968224891.02131,22367.576189197247,8631.078933106513,13558.270283161282
235,361238194674.734,-24008214460.452385,243036656555.64746,-10654.658389086626,-11050.185121625975,17480.23427115043
236,2484567817051.374,1122541596637.083,2855987816778.542,-2949.2477395874926,4800.440202913224,1064.4998873119973
237,1292093845886.6514,-39692768866.04288,1524781307692.8472,4817.332911136592,5743.394216399063,-3932.6184048875616
238,-355781405214.4374,371123307854.6012,-2204511000868.0,-4616.150565043371,6917.4719815482795,-419.764020464404
239,2075766159817.393,3574019137033.2686,-1134184755158.7798,-4833.360200267616,2940.570193544817,544.6663484622916
240,1759290733632.663,4480112616452.6875,136210018663.32458,1900.8225620258545,-833.8602911792913,4609.977508219317
241,1600674211124.991,2421457235190.845,2994736947794.9175,-4660.2683583845655,-261.43408850632034,2434.772289261819
242,-306467448438.63165,-331129179943.672,3102778414284.2515,-6415.038416412674,-1845.4559853031005,696.2861527063856
243,656951920021.5935,900330832658.314,591671494413.8125,5676.819945919555,3491.3742819801946,-8280.916469372922
244,-988446018926.4152,-74695541942.95116,182508164818.23468,-3450.213367947892,-2669.220132142135,-10636.6575066509
245,-1031025120228.6864,1217403649658.0342,8447517617.826572,5616.291156509952,8785.092141629646,309.53924268294503
246,1902528003536.0227,-456298885126.496,-49644829781.60027,4977.407576710812,8306.511097222292,-187.44290523669696
247,-4125423516.1622314,1027192133663.8275,736358835089.6824,-9121.176020437779,4059.572246598431,-3429.6520880688404
248,1572500589701.989,1028872221117.2646,1746881248666.2075,-3849.0250174111757,-4603.342737260381,4566.070297191925
249,3561672665572.178,156671269893.87558,-390359858959.82275,-584.0620806215844,4707.259146514141,-3394.4507554455727
250,-857139993140.0957,-834826941876.1809,-664540319650.5251,5491.543622620398,1659.5317273388073,-4450.598425415278
251,283580578644.21704,-166799713649.5906,-174790260309.98944,-10395.416388249454,-17009.940523768317,-16421.591196376467
252,-1101722659145.3787,-512873556460.33923,-16498575440.430084,1923.7726133268502,7909.673720108872,2733.268206766428
253,106081180344.15796,-837204546608.1194,-981240126201.0933,-6605.556109434097,-1949.886400739099,4820.053834688547
254,787244868148.932,-612017979241.6968,-47236728565.436615,-6138.243544328779,-11055.020788050562,5468.44131039069
255,-1133906472968.7239,1401201257069.9878,-1144539333808.0957,708.1587621087781,3124.4474731622877,7715.787506799777
256,-605235772102.105,-83805549497.20917,216700242616.17706,-4162.803050339806,-17342.55328035543,-6609.337357197436
